Max flow: 276820
Edges
From		To		Capacity/Flow
47		154		3787.00/0.00
48		593		1557.00/0.00
48		64		9938.00/0.00
48		135		1868.00/0.00
48		830		4662.00/0.00
49		850		3713.00/0.00
49		607		7409.00/0.00
49		574		3318.00/0.00
49		963		4621.00/0.00
49		814		6072.00/0.00
49		756		7540.00/0.00
49		306		5545.00/0.00
49		652		9978.00/0.00
50		142		6334.00/232.00
50		165		8097.00/0.00
51		889		9934.00/0.00
51		37		7410.00/0.00
51		830		5136.00/0.00
51		156		2032.00/2032.00
51		621		6792.00/0.00
52		110		5989.00/0.00
52		911		5420.00/0.00
52		818		2421.00/0.00
52		508		3113.00/0.00
52		653		2211.00/0.00
52		53		3432.00/0.00
52		205		1795.00/0.00
53		854		4977.00/0.00
53		899		706.00/0.00
53		204		8281.00/177.00
53		394		6252.00/0.00
53		218		1612.00/0.00
53		408		2249.00/556.00
54		270		5758.00/0.00
54		869		6896.00/0.00
54		9		4420.00/0.00
54		43		5166.00/0.00
54		726		2469.00/0.00
54		835		2080.00/0.00
54		526		5959.00/0.00
54		165		1138.00/0.00
55		191		4852.00/0.00
55		2		2975.00/2975.00
55		812		4761.00/0.00
55		268		6241.00/0.00
55		300		4649.00/0.00
55		856		5266.00/0.00
56		858		6385.00/0.00
56		933		4711.00/0.00
56		683		4057.00/0.00
56		667		4561.00/0.00
56		865		7378.00/0.00
56		163		3410.00/0.00
56		987		6502.00/0.00
56		218		2696.00/0.00
57		794		5179.00/0.00
57		969		1984.00/0.00
57		698		3350.00/0.00
57		876		5474.00/0.00
57		125		7591.00/0.00
57		13		8528.00/0.00
57		224		4401.00/0.00
58		406		3739.00/0.00
58		584		6948.00/0.00
58		954		7051.00/0.00
58		947		8988.00/0.00
58		715		2436.00/0.00
58		656		5621.00/0.00
59		8		9433.00/0.00
59		385		3636.00/0.00
59		581		1325.00/0.00
59		53		1961.00/0.00
60		877		2437.00/0.00
60		790		4766.00/0.00
60		300		9129.00/0.00
60		134		9780.00/0.00
60		819		605.00/0.00
60		340		3999.00/0.00
60		135		9191.00/0.00
60		548		1521.00/0.00
61		775		5399.00/0.00
61		122		2000.00/0.00
61		505		1655.00/0.00
61		153		5531.00/0.00
61		104		9060.00/0.00
61		63		3832.00/0.00
61		532		1758.00/0.00
62		893		1960.00/0.00
62		744		7689.00/0.00
62		216		5791.00/0.00
62		325		412.00/0.00
63		800		6780.00/0.00
63		935		5244.00/728.00
63		94		7784.00/0.00
63		153		1382.00/0.00
63		59		2238.00/0.00
63		518		6911.00/0.00
64		604		2325.00/0.00
64		811		6316.00/0.00
64		364		2529.00/0.00
64		550		5452.00/0.00
64		40		2335.00/0.00
65		600		2540.00/0.00
65		489		3127.00/0.00
65		739		6577.00/0.00
65		266		6324.00/0.00
65		260		185.00/0.00
65		382		6177.00/0.00
65		87		5784.00/0.00
65		77		8733.00/2760.00
65		26		8667.00/0.00
65		625		1259.00/0.00
65		756		68.00/0.00
66		417		8989.00/0.00
66		125		1974.00/0.00
66		877		6953.00/0.00
66		423		2920.00/2920.00
67		840		53.00/0.00
67		170		9363.00/0.00
67		708		5896.00/0.00
67		821		1515.00/0.00
68		491		825.00/0.00
68		595		6803.00/0.00
68		460		6728.00/0.00
68		797		4912.00/0.00
68		72		4778.00/2378.00
68		76		4856.00/0.00
68		279		2573.00/0.00
69		577		5530.00/0.00
69		761		1516.00/0.00
69		724		9697.00/0.00
69		518		5223.00/0.00
69		277		395.00/0.00
69		267		9723.00/1745.00
70		961		3743.00/0.00
70		817		530.00/0.00
70		708		7492.00/0.00
70		167		4780.00/0.00
70		4		3769.00/0.00
70		677		2771.00/0.00
70		715		2109.00/0.00
70		263		3085.00/0.00
71		670		4323.00/0.00
71		902		1464.00/0.00
71		633		7683.00/0.00
71		96		5.00/0.00
72		92		5406.00/2629.00
72		668		1467.00/0.00
72		79		7009.00/0.00
72		117		4381.00/0.00
72		105		7876.00/0.00
72		261		26.00/0.00
72		170		9764.00/0.00
73		511		1743.00/0.00
73		827		8787.00/0.00
73		364		6541.00/0.00
73		324		9775.00/1688.00
73		674		5262.00/0.00
73		506		1958.00/0.00
73		483		6507.00/0.00
74		785		753.00/0.00
74		813		4417.00/0.00
74		859		5022.00/0.00
75		819		7566.00/0.00
75		290		9906.00/0.00
75		308		2598.00/0.00
75		73		8580.00/414.00
75		245		9003.00/0.00
75		149		6815.00/0.00
75		974		2771.00/0.00
76		449		6592.00/0.00
76		963		358.00/0.00
76		586		7088.00/0.00
76		563		5734.00/0.00
77		20		7421.00/0.00
77		807		9912.00/0.00
77		775		8981.00/0.00
77		5		708.00/0.00
77		520		7756.00/0.00
77		945		3239.00/0.00
77		904		9887.00/0.00
77		559		7215.00/0.00
77		2		6497.00/6497.00
78		993		9266.00/0.00
78		193		4499.00/0.00
78		509		6551.00/0.00
78		460		4936.00/4393.00
78		211		411.00/0.00
78		148		9094.00/0.00
78		766		5487.00/0.00
79		105		8934.00/0.00
79		128		5465.00/0.00
79		564		3442.00/0.00
79		387		6841.00/0.00
79		437		2236.00/0.00
80		332		7258.00/0.00
80		426		792.00/0.00
80		957		2603.00/0.00
80		148		4780.00/0.00
80		610		8875.00/0.00
80		395		5908.00/0.00
80		724		9127.00/0.00
80		988		8187.00/0.00
80		859		3061.00/0.00
81		866		5007.00/0.00
81		913		8889.00/0.00
81		454		7865.00/0.00
82		163		8972.00/1102.00
82		846		1782.00/0.00
82		407		1044.00/0.00
83		851		5192.00/0.00
83		321		7110.00/0.00
83		834		9118.00/0.00
83		479		8203.00/0.00
83		95		8563.00/0.00
83		865		6058.00/0.00
83		772		1956.00/0.00
83		667		2857.00/0.00
83		506		1455.00/0.00
83		615		2322.00/0.00
84		595		6529.00/0.00
84		843		5717.00/0.00
84		703		4418.00/0.00
84		937		9901.00/0.00
84		587		5880.00/0.00
84		803		4769.00/0.00
84		832		9859.00/0.00
84		749		7832.00/0.00
85		876		9534.00/0.00
85		350		9946.00/0.00
85		362		518.00/0.00
85		865		7733.00/0.00
85		705		3170.00/0.00
86		966		4304.00/0.00
86		608		9744.00/0.00
86		864		7759.00/0.00
86		367		5419.00/0.00
86		766		6695.00/0.00
87		446		26.00/0.00
87		842		333.00/0.00
87		841		9426.00/0.00
87		530		3673.00/0.00
87		521		3828.00/0.00
87		501		2763.00/0.00
88		666		825.00/0.00
88		827		1716.00/0.00
88		923		742.00/0.00
88		574		99.00/0.00
88		648		3226.00/0.00
88		805		7751.00/0.00
89		928		1819.00/0.00
89		680		5408.00/0.00
89		367		3690.00/0.00
89		734		7236.00/0.00
89		373		2628.00/0.00
90		483		4371.00/4371.00
90		842		1357.00/0.00
90		2		3412.00/3412.00
90		441		9180.00/0.00
90		603		7727.00/0.00
90		503		4200.00/2219.00
91		243		2402.00/0.00
91		462		1587.00/0.00
91		917		1628.00/0.00
92		2		8710.00/7876.00
92		72		1692.00/0.00
92		647		6973.00/0.00
93		59		8807.00/0.00
93		454		6217.00/0.00
93		314		6209.00/0.00
93		807		1352.00/0.00
93		86		1610.00/0.00
93		886		7626.00/0.00
93		726		1247.00/0.00
94		353		7575.00/0.00
94		413		7484.00/0.00
94		500		3497.00/0.00
94		911		4986.00/654.00
94		53		3532.00/373.00
95		847		507.00/0.00
95		511		3604.00/0.00
95		315		8671.00/0.00
95		496		3304.00/287.00
95		465		6381.00/0.00
96		132		1425.00/0.00
96		945		8495.00/0.00
96		403		5523.00/0.00
96		245		1962.00/0.00
96		52		5887.00/0.00
97		394		5028.00/0.00
97		826		3802.00/0.00
97		369		7148.00/0.00
98		570		5158.00/0.00
98		619		8167.00/0.00
98		74		9179.00/0.00
98		548		1210.00/0.00
98		664		6099.00/0.00
98		432		928.00/0.00
99		936		6539.00/1128.00
99		156		1814.00/1814.00
99		408		7807.00/0.00
99		700		5203.00/0.00
99		567		9084.00/0.00
100		935		3574.00/0.00
100		2		1409.00/1409.00
100		766		3332.00/0.00
100		764		7742.00/0.00
100		911		8464.00/0.00
101		745		7225.00/0.00
101		93		9655.00/0.00
101		614		7508.00/0.00
101		315		3248.00/0.00
101		431		7182.00/0.00
102		184		5026.00/0.00
102		92		5325.00/5049.00
102		259		4588.00/0.00
102		954		375.00/0.00
103		700		6266.00/0.00
103		665		3245.00/0.00
103		929		7161.00/0.00
103		557		6248.00/0.00
103		702		3391.00/0.00
104		625		4429.00/0.00
104		141		5722.00/0.00
104		448		6441.00/0.00
104		957		893.00/0.00
104		339		9894.00/0.00
104		390		2255.00/0.00
104		677		1824.00/0.00
104		777		6737.00/0.00
105		737		4359.00/0.00
105		583		5614.00/0.00
105		84		7561.00/0.00
105		850		1572.00/0.00
105		454		3464.00/0.00
105		128		3219.00/0.00
105		492		1116.00/0.00
105		293		1183.00/887.00
106		575		4771.00/0.00
106		877		1412.00/0.00
106		685		7002.00/0.00
106		295		9564.00/0.00
106		564		3343.00/0.00
107		178		9614.00/0.00
107		696		7692.00/0.00
107		945		8987.00/0.00
108		48		787.00/0.00
108		694		4900.00/0.00
108		828		9033.00/0.00
108		355		5209.00/0.00
108		47		8819.00/0.00
108		247		188.00/0.00
108		109		2694.00/0.00
109		301		4083.00/0.00
109		35		3508.00/1982.00
109		407		3628.00/2207.00
109		245		9639.00/0.00
109		402		857.00/326.00
110		894		6177.00/0.00
110		59		2375.00/0.00
110		380		8186.00/0.00
110		940		7025.00/0.00
111		90		595.00/0.00
111		336		4983.00/0.00
111		818		4575.00/0.00
112		826		5086.00/0.00
112		97		9992.00/0.00
112		329		7086.00/0.00
112		648		1828.00/0.00
112		428		8381.00/0.00
112		911		2106.00/0.00
113		359		8888.00/0.00
113		695		1669.00/0.00
113		101		5121.00/0.00
114		137		7980.00/0.00
114		830		5499.00/0.00
114		848		2497.00/0.00
114		796		9738.00/0.00
114		591		2391.00/0.00
115		609		4180.00/0.00
115		766		8866.00/0.00
115		663		9576.00/0.00
115		245		2003.00/0.00
115		905		8336.00/0.00
116		916		4137.00/0.00
116		765		5867.00/0.00
116		28		6132.00/0.00
116		880		6549.00/0.00
116		530		6444.00/0.00
116		418		6602.00/0.00
116		202		5050.00/0.00
116		307		9300.00/0.00
117		828		242.00/0.00
117		677		7797.00/0.00
117		759		6394.00/0.00
117		518		1940.00/0.00
117		2		1906.00/1906.00
117		929		6596.00/0.00
117		484		3003.00/0.00
117		228		8088.00/0.00
117		725		1182.00/0.00
117		98		1371.00/0.00
118		844		2811.00/0.00
118		695		8776.00/0.00
118		835		1134.00/0.00
118		741		3198.00/0.00
118		339		7976.00/0.00
119		383		1994.00/0.00
119		365		2292.00/0.00
119		710		9822.00/0.00
119		132		8974.00/0.00
119		521		7503.00/0.00
119		689		3610.00/0.00
119		262		500.00/0.00
119		667		624.00/0.00
119		255		1964.00/0.00
120		224		2535.00/0.00
120		504		5235.00/0.00
120		115		3300.00/0.00
120		767		9525.00/0.00
120		113		4758.00/0.00
120		975		5975.00/1863.00
121		245		7519.00/1225.00
121		343		5294.00/0.00
121		748		7829.00/0.00
121		59		5621.00/0.00
121		287		4625.00/4171.00
121		566		663.00/0.00
121		823		6650.00/0.00
121		371		5472.00/278.00
121		670		6632.00/2081.00
121		598		9795.00/1041.00
121		135		5660.00/988.00
122		285		9199.00/387.00
122		289		5203.00/0.00
122		949		9246.00/0.00
122		694		488.00/0.00
123		926		5746.00/0.00
123		576		754.00/0.00
124		893		6098.00/0.00
124		710		6772.00/0.00
124		617		2091.00/0.00
124		2		1937.00/1937.00
124		681		58.00/0.00
124		971		4656.00/0.00
124		526		5566.00/0.00
125		879		2569.00/0.00
125		355		3370.00/0.00
125		424		8256.00/0.00
125		484		7982.00/0.00
125		42		7395.00/0.00
126		368		8007.00/0.00
126		877		9763.00/0.00
126		627		4871.00/0.00
126		301		662.00/0.00
126		608		4518.00/0.00
126		244		9342.00/0.00
126		682		7451.00/0.00
126		349		3003.00/0.00
127		719		5069.00/0.00
127		730		9977.00/0.00
127		56		5748.00/0.00
127		840		5833.00/0.00
127		732		4447.00/0.00
128		148		8229.00/0.00
128		101		6069.00/0.00
128		468		9352.00/0.00
128		738		7554.00/0.00
128		355		913.00/0.00
128		142		8633.00/0.00
129		871		3845.00/958.00
129		616		773.00/0.00
130		3		3732.00/0.00
130		661		1606.00/0.00
130		998		7821.00/0.00
130		655		2530.00/0.00
131		916		3900.00/0.00
131		742		7393.00/0.00
131		330		5921.00/0.00
131		633		2858.00/0.00
131		979		1972.00/0.00
131		436		8246.00/1678.00
132		205		8160.00/0.00
132		641		300.00/0.00
132		10		9006.00/0.00
132		570		1222.00/0.00
132		960		3744.00/0.00
133		934		3103.00/0.00
133		703		3449.00/1778.00
133		568		7044.00/0.00
133		639		6278.00/0.00
133		107		8353.00/0.00
133		534		9908.00/0.00
133		112		5869.00/0.00
133		456		340.00/340.00
133		971		7388.00/0.00
134		847		5532.00/0.00
134		317		9284.00/0.00
134		59		4606.00/0.00
134		931		9931.00/0.00
134		762		2711.00/0.00
134		462		627.00/0.00
135		459		7975.00/0.00
135		241		6284.00/0.00
135		783		4221.00/0.00
135		779		7420.00/0.00
135		925		5916.00/0.00
135		636		1128.00/988.00
135		107		5207.00/0.00
136		411		4497.00/0.00
136		985		3256.00/0.00
136		362		1916.00/0.00
136		389		6179.00/0.00
136		669		8669.00/0.00
136		615		8899.00/0.00
136		773		1848.00/0.00
136		960		9064.00/0.00
136		965		9285.00/0.00
136		509		2732.00/0.00
136		905		9967.00/0.00
137		693		5946.00/0.00
137		980		8259.00/0.00
137		41		4258.00/0.00
137		104		2590.00/0.00
137		334		7614.00/0.00
137		751		271.00/0.00
137		785		3627.00/0.00
137		966		3365.00/0.00
138		271		1823.00/0.00
138		788		2757.00/0.00
138		738		4366.00/0.00
138		402		7200.00/0.00
138		751		734.00/0.00
138		503		3855.00/3677.00
138		129		7992.00/0.00
139		273		2379.00/0.00
139		168		3934.00/0.00
139		350		4479.00/0.00
139		11		2058.00/0.00
139		865		895.00/0.00
139		142		1969.00/0.00
139		921		8118.00/0.00
139		460		5052.00/0.00
139		2		9999.00/9999.00
139		424		1244.00/0.00
139		242		3442.00/0.00
139		667		3356.00/0.00
139		409		1559.00/0.00
140		818		2967.00/0.00
140		885		8018.00/0.00
140		624		6845.00/0.00
140		613		1235.00/0.00
140		170		1015.00/0.00
140		807		8364.00/0.00
141		805		5585.00/0.00
141		786		8399.00/0.00
141		94		1069.00/0.00
141		664		5060.00/578.00
141		243		7732.00/0.00
142		811		7058.00/232.00
142		738		1875.00/0.00
142		219		9597.00/0.00
142		242		3296.00/0.00
142		518		7572.00/0.00
142		456		1375.00/0.00
142		600		5230.00/0.00
143		810		5839.00/0.00
143		633		9112.00/0.00
143		135		6227.00/0.00
143		821		2082.00/0.00
143		428		5375.00/0.00
143		788		2963.00/0.00
144		677		127.00/0.00
144		650		4908.00/0.00
144		517		5760.00/0.00
144		886		8011.00/0.00
144		574		3607.00/0.00
145		251		243.00/0.00
145		446		5168.00/0.00
145		124		113.00/0.00
145		252		2635.00/0.00
145		706		6604.00/0.00
145		482		5316.00/0.00
146		858		8461.00/0.00
146		752		8698.00/0.00
146		791		6412.00/0.00
146		631		9575.00/0.00
146		536		5495.00/0.00
146		580		3889.00/0.00
146		744		2774.00/0.00
147		508		7493.00/0.00
147		453		8469.00/0.00
147		223		3538.00/0.00
147		140		8295.00/0.00
148		477		3563.00/0.00
148		43		6545.00/0.00
148		11		8138.00/0.00
148		689		5735.00/0.00
148		496		3972.00/0.00
149		406		9105.00/0.00
149		396		2453.00/2453.00
149		938		4491.00/726.00
149		772		5229.00/0.00
149		978		7053.00/0.00
149		394		8108.00/0.00
149		230		6569.00/0.00
149		280		8155.00/0.00
149		557		562.00/0.00
150		262		827.00/0.00
150		983		2260.00/528.00
150		860		1227.00/0.00
150		929		7921.00/0.00
150		705		52.00/0.00
150		985		8830.00/0.00
150		17		5706.00/0.00
151		919		8825.00/0.00
151		758		4778.00/0.00
151		625		126.00/0.00
151		855		5757.00/0.00
151		93		6141.00/0.00
152		741		645.00/0.00
152		668		4921.00/0.00
152		2		3222.00/3222.00
152		650		7023.00/0.00
152		685		7190.00/0.00
152		109		3237.00/0.00
153		559		4207.00/0.00
153		193		3274.00/0.00
153		350		2905.00/0.00
153		394		9929.00/0.00
153		665		8957.00/0.00
153		328		3052.00/0.00
153		205		7501.00/0.00
153		794		8506.00/0.00
153		590		154.00/0.00
154		37		8242.00/0.00
154		466		2277.00/0.00
154		587		8976.00/0.00
154		934		5950.00/0.00
154		629		692.00/0.00
154		247		8052.00/0.00
155		340		5807.00/0.00
155		139		3612.00/0.00
155		781		8889.00/0.00
155		848		485.00/0.00
155		618		1238.00/0.00
155		894		7712.00/0.00
155		698		4715.00/1346.00
155		246		1866.00/0.00
156		775		3950.00/0.00
156		241		7665.00/0.00
156		2		6673.00/6673.00
156		940		3506.00/0.00
156		491		5640.00/0.00
156		581		4719.00/0.00
156		219		8727.00/0.00
156		629		5659.00/0.00
156		367		5163.00/0.00
156		968		3740.00/0.00
157		587		8009.00/0.00
157		854		6127.00/0.00
157		792		3200.00/0.00
157		459		1987.00/0.00
157		379		1166.00/0.00
157		263		939.00/0.00
158		518		1371.00/0.00
158		836		8766.00/0.00
159		807		8907.00/0.00
159		581		7343.00/0.00
159		860		3932.00/0.00
159		504		292.00/0.00
160		490		1439.00/0.00
160		753		5879.00/0.00
160		772		6985.00/0.00
160		941		3631.00/0.00
160		585		1549.00/0.00
160		666		8177.00/0.00
160		529		4727.00/0.00
161		741		4096.00/0.00
161		918		3605.00/0.00
161		976		6651.00/0.00
161		384		5793.00/0.00
162		518		6530.00/0.00
162		771		8573.00/1841.00
162		636		1540.00/0.00
162		672		3377.00/0.00
162		717		6183.00/0.00
163		13		714.00/0.00
163		960		8847.00/0.00
163		943		1715.00/0.00
163		411		9980.00/0.00
163		37		8755.00/0.00
163		572		1102.00/1102.00
164		281		6921.00/1213.00
164		380		620.00/0.00
164		418		2039.00/0.00
164		210		7329.00/1993.00
164		290		9563.00/0.00
165		760		3991.00/0.00
165		528		2138.00/0.00
165		712		9618.00/0.00
165		406		5145.00/0.00
165		225		3882.00/0.00
165		240		1499.00/0.00
165		114		7439.00/0.00
165		430		708.00/708.00
166		528		2737.00/0.00
166		939		646.00/0.00
166		401		9045.00/352.00
166		165		3018.00/0.00
166		842		2497.00/0.00
166		745		1104.00/0.00
167		190		8341.00/0.00
167		551		5996.00/0.00
167		411		4386.00/0.00
168		437		5099.00/0.00
168		228		1989.00/0.00
168		570		2082.00/0.00
168		713		7635.00/0.00
168		205		6344.00/0.00
168		915		7972.00/0.00
169		114		6696.00/0.00
169		384		5370.00/0.00
169		530		8732.00/0.00
170		478		4399.00/0.00
170		757		9091.00/0.00
170		433		7015.00/0.00
170		267		300.00/300.00
170		95		213.00/0.00
170		359		7680.00/0.00
170		108		6151.00/0.00
170		544		8715.00/0.00
170		654		4832.00/0.00
171		541		4673.00/0.00
171		408		7344.00/0.00
171		389		6640.00/0.00
172		906		1633.00/0.00
172		401		697.00/0.00
172		994		8934.00/0.00
172		152		7033.00/0.00
172		518		8028.00/0.00
172		990		2969.00/0.00
172		528		3696.00/0.00
172		2		4468.00/4468.00
173		721		7588.00/0.00
173		87		6901.00/0.00
173		611		9754.00/0.00
173		895		8205.00/0.00
173		510		8721.00/0.00
