node	father	level
777		0		0
782		777		1
212		782		2
462		212		3
66		462		4
244		66		5
564		244		6
915		564		7
62		915		8
407		62		9
633		407		10
99		633		11
532		99		12
503		532		13
128		503		14
756		128		15
377		756		16
875		377		17
492		875		18
149		492		19
740		149		20
958		740		21
719		958		22
104		719		23
942		104		24
378		942		25
676		378		26
787		676		27
920		787		28
819		920		29
213		819		30
548		213		31
551		548		32
236		551		33
887		236		34
225		887		35
736		225		36
188		736		37
261		188		38
728		261		39
686		728		40
125		686		41
878		125		42
848		878		43
121		848		44
446		121		45
929		446		46
706		929		47
759		706		48
824		759		49
580		824		50
480		580		51
285		480		52
243		285		53
123		243		54
513		123		55
947		513		56
25		947		57
165		25		58
704		165		59
257		704		60
47		257		61
456		47		62
349		456		63
798		349		64
254		798		65
696		254		66
936		696		67
932		936		68
543		932		69
923		543		70
663		923		71
670		663		72
739		670		73
952		739		74
314		952		75
438		314		76
964		438		77
311		964		78
547		311		79
587		547		80
15		587		81
901		15		82
190		901		83
882		190		84
754		882		85
724		754		86
601		724		87
802		601		88
96		802		89
7		96		90
557		7		91
197		557		92
895		197		93
10		895		94
527		10		95
429		527		96
950		429		97
410		950		98
478		410		99
578		478		100
283		578		101
78		283		102
716		78		103
852		716		104
618		852		105
354		618		106
522		354		107
281		522		108
108		281		109
61		108		110
746		61		111
899		746		112
344		899		113
943		344		114
588		943		115
919		588		116
406		919		117
180		406		118
524		180		119
458		524		120
699		458		121
22		699		122
493		22		123
439		493		124
34		439		125
542		34		126
76		542		127
127		76		128
941		127		129
608		941		130
562		608		131
58		562		132
342		58		133
707		342		134
497		707		135
917		497		136
809		917		137
269		809		138
162		269		139
224		162		140
310		224		141
590		310		142
638		590		143
442		638		144
103		442		145
46		103		146
203		46		147
375		203		148
376		375		149
753		376		150
644		753		151
539		644		152
508		539		153
171		508		154
110		171		155
660		110		156
247		660		157
276		247		158
613		276		159
589		613		160
386		589		161
637		386		162
436		637		163
151		436		164
709		151		165
