node	father	level
777		0		0
2380		777		1
44613		777		1
87863		777		1
85460		777		1
29716		777		1
78471		777		1
18892		777		1
19117		777		1
60461		777		1
98395		777		1
67815		777		1
76435		777		1
12444		777		1
37165		777		1
89882		777		1
72778		777		1
71495		777		1
3795		777		1
54764		777		1
15459		777		1
50858		777		1
88228		777		1
84815		777		1
23421		777		1
29976		777		1
90402		777		1
75436		777		1
75342		777		1
25051		777		1
93409		777		1
94221		777		1
9689		777		1
99536		777		1
9227		777		1
35866		777		1
81252		777		1
76572		777		1
39375		777		1
21678		777		1
80627		777		1
76892		777		1
75619		777		1
3011		777		1
4097		777		1
17985		777		1
79401		777		1
88850		777		1
29634		777		1
12427		777		1
73173		777		1
73307		777		1
11013		777		1
76636		777		1
95163		777		1
57383		777		1
66126		777		1
82007		777		1
93157		777		1
37422		777		1
17390		2380		2
87609		2380		2
95217		2380		2
95822		2380		2
14596		2380		2
49302		2380		2
20786		2380		2
77690		2380		2
10894		2380		2
77090		2380		2
84914		2380		2
52754		2380		2
78128		2380		2
82611		2380		2
50097		2380		2
54236		2380		2
18689		2380		2
27662		2380		2
6470		2380		2
29203		2380		2
12734		2380		2
3937		2380		2
7495		2380		2
46657		2380		2
81526		2380		2
24732		2380		2
11851		2380		2
67633		2380		2
85441		2380		2
10292		2380		2
65560		2380		2
49191		2380		2
66281		2380		2
4023		2380		2
25001		2380		2
19443		2380		2
78107		2380		2
62015		2380		2
11713		2380		2
2268		2380		2
71645		2380		2
5957		2380		2
58365		2380		2
84923		2380		2
62433		44613		2
50894		44613		2
32818		44613		2
87683		44613		2
62346		44613		2
67111		44613		2
36156		44613		2
27962		44613		2
19377		44613		2
42781		44613		2
88069		44613		2
65705		44613		2
99378		44613		2
40546		44613		2
49707		44613		2
63047		44613		2
26156		44613		2
65391		44613		2
32389		44613		2
9854		44613		2
94955		44613		2
63691		44613		2
8813		44613		2
15687		44613		2
17833		44613		2
69211		44613		2
26231		44613		2
17467		44613		2
45065		44613		2
29558		44613		2
51221		44613		2
17289		44613		2
9300		44613		2
12495		44613		2
16887		44613		2
63551		44613		2
30531		44613		2
41655		44613		2
53813		44613		2
21562		44613		2
1489		44613		2
5175		44613		2
5402		44613		2
53492		44613		2
95628		44613		2
71472		44613		2
29269		44613		2
41520		44613		2
44542		44613		2
60739		44613		2
37749		44613		2
77756		44613		2
56193		44613		2
86686		44613		2
71729		44613		2
75986		44613		2
62672		44613		2
59623		44613		2
35873		87863		2
50669		87863		2
74482		87863		2
65564		87863		2
60510		87863		2
54636		87863		2
34717		87863		2
38930		87863		2
84791		87863		2
59421		87863		2
41007		87863		2
50041		87863		2
6625		87863		2
96134		87863		2
67177		87863		2
76129		87863		2
73250		87863		2
37513		87863		2
84621		87863		2
79430		87863		2
4595		87863		2
13436		87863		2
66833		87863		2
47666		87863		2
14971		87863		2
61980		87863		2
75186		87863		2
2285		87863		2
16986		87863		2
61106		87863		2
69378		87863		2
67803		87863		2
52451		87863		2
39208		87863		2
70115		87863		2
27821		87863		2
94675		87863		2
21752		87863		2
45947		87863		2
46703		87863		2
84825		87863		2
73506		87863		2
53946		87863		2
23370		87863		2
11764		87863		2
53483		87863		2
74812		87863		2
57730		87863		2
50162		87863		2
60283		87863		2
18033		87863		2
9820		87863		2
2456		87863		2
38094		87863		2
66565		87863		2
50784		87863		2
90242		87863		2
68829		87863		2
63006		85460		2
65614		85460		2
54336		85460		2
85379		85460		2
24210		85460		2
76266		85460		2
55128		85460		2
55796		85460		2
81573		85460		2
87903		85460		2
50588		85460		2
96829		85460		2
42994		85460		2
85730		85460		2
90265		85460		2
56402		85460		2
73949		85460		2
9303		85460		2
9515		85460		2
26086		85460		2
71038		85460		2
91489		85460		2
27216		85460		2
4936		85460		2
40575		85460		2
29802		85460		2
20962		85460		2
5093		85460		2
62222		85460		2
57145		85460		2
3666		85460		2
72573		85460		2
15497		85460		2
14294		85460		2
60084		85460		2
94495		85460		2
68132		85460		2
40196		85460		2
85358		85460		2
97710		85460		2
9859		85460		2
60608		85460		2
66465		85460		2
31728		85460		2
33678		85460		2
58197		85460		2
79634		85460		2
55936		85460		2
51199		85460		2
44406		85460		2
2355		85460		2
84598		85460		2
63467		85460		2
51856		85460		2
74462		85460		2
84515		85460		2
55573		85460		2
88555		85460		2
97955		29716		2
29331		29716		2
30906		29716		2
53837		29716		2
81081		29716		2
19367		29716		2
34974		29716		2
4695		29716		2
31596		29716		2
17385		29716		2
20431		29716		2
93992		29716		2
82096		29716		2
74949		29716		2
61847		29716		2
12194		29716		2
34628		29716		2
90732		29716		2
41952		29716		2
78294		29716		2
30891		29716		2
25180		29716		2
53919		29716		2
99681		29716		2
72401		29716		2
17938		29716		2
83754		29716		2
57337		29716		2
5739		29716		2
26222		29716		2
22213		29716		2
48976		29716		2
94871		29716		2
19740		29716		2
23442		29716		2
81334		29716		2
85857		29716		2
81861		29716		2
90667		29716		2
55627		29716		2
84787		29716		2
90250		29716		2
9408		29716		2
13578		29716		2
90955		29716		2
81666		29716		2
90851		29716		2
86078		29716		2
65823		29716		2
58946		29716		2
27283		29716		2
98710		29716		2
10485		29716		2
60667		29716		2
62462		29716		2
50850		29716		2
6693		29716		2
39690		78471		2
30053		78471		2
92978		78471		2
93500		78471		2
17750		78471		2
98439		78471		2
5674		78471		2
89350		78471		2
10301		78471		2
93291		78471		2
46738		78471		2
31125		78471		2
49928		78471		2
25008		78471		2
5502		78471		2
46084		78471		2
61787		78471		2
19067		78471		2
29552		78471		2
70729		78471		2
79472		78471		2
2373		78471		2
66269		78471		2
32833		78471		2
70168		78471		2
62611		78471		2
62874		78471		2
6271		78471		2
1959		78471		2
94042		78471		2
26203		78471		2
51371		78471		2
24437		78471		2
44981		78471		2
63452		78471		2
98353		78471		2
66979		78471		2
64276		78471		2
26149		78471		2
17751		78471		2
43076		78471		2
44438		78471		2
22284		78471		2
71852		78471		2
14103		18892		2
77851		18892		2
46650		18892		2
84228		18892		2
60568		18892		2
264		18892		2
56833		18892		2
79487		18892		2
42694		18892		2
67890		18892		2
53985		18892		2
23560		18892		2
98040		18892		2
74116		18892		2
99789		18892		2
9939		18892		2
38230		18892		2
85178		18892		2
56590		18892		2
97243		18892		2
92628		18892		2
50872		18892		2
99980		18892		2
27798		18892		2
73647		18892		2
85724		18892		2
8296		18892		2
51030		18892		2
76841		18892		2
30754		18892		2
75278		18892		2
1640		18892		2
91640		18892		2
21407		18892		2
28583		18892		2
73061		18892		2
56507		18892		2
68597		18892		2
41338		18892		2
23876		18892		2
76086		18892		2
53658		18892		2
9516		18892		2
73610		18892		2
24949		18892		2
51126		18892		2
71366		18892		2
25838		19117		2
43240		19117		2
28069		19117		2
26674		19117		2
19214		19117		2
12979		19117		2
100004		19117		2
59432		19117		2
28776		19117		2
6420		19117		2
82779		19117		2
68896		19117		2
13775		19117		2
41629		19117		2
97761		19117		2
12835		19117		2
6613		19117		2
83047		19117		2
57805		19117		2
19800		19117		2
98719		19117		2
66221		19117		2
38034		19117		2
16481		19117		2
19444		19117		2
78274		19117		2
15723		19117		2
1653		19117		2
36224		19117		2
88035		19117		2
38394		19117		2
28216		19117		2
91513		19117		2
74989		19117		2
38951		19117		2
79683		19117		2
81498		19117		2
68780		19117		2
56214		19117		2
61701		19117		2
21680		19117		2
70796		19117		2
70587		19117		2
56053		19117		2
9852		19117		2
12131		60461		2
36912		60461		2
48866		60461		2
50146		60461		2
7428		60461		2
861		60461		2
58221		60461		2
34526		60461		2
15710		60461		2
64074		60461		2
21825		60461		2
97065		60461		2
54222		60461		2
36930		60461		2
1172		60461		2
17235		60461		2
68566		60461		2
93230		60461		2
1226		60461		2
94019		60461		2
43068		60461		2
56570		60461		2
83283		60461		2
77932		60461		2
85272		60461		2
31226		60461		2
81000		60461		2
77492		60461		2
62278		60461		2
34739		60461		2
95843		60461		2
77192		60461		2
34268		60461		2
17621		60461		2
64469		60461		2
4901		60461		2
65044		60461		2
96200		60461		2
24082		60461		2
63936		60461		2
14147		60461		2
3110		60461		2
70892		60461		2
62704		60461		2
25703		60461		2
13783		60461		2
67684		60461		2
39509		60461		2
28985		60461		2
44374		60461		2
28726		98395		2
65788		98395		2
22416		98395		2
70570		98395		2
55680		98395		2
27995		98395		2
35993		98395		2
45642		98395		2
16266		98395		2
6578		98395		2
57894		98395		2
59382		98395		2
42606		98395		2
72035		98395		2
14861		98395		2
7179		98395		2
14908		98395		2
85531		98395		2
92739		98395		2
98789		98395		2
51592		98395		2
27287		98395		2
42377		98395		2
29744		98395		2
99105		98395		2
17047		98395		2
73880		98395		2
60562		98395		2
47173		98395		2
89162		98395		2
74882		98395		2
5040		98395		2
23386		98395		2
7401		98395		2
55499		98395		2
14382		98395		2
45063		98395		2
73913		98395		2
63387		98395		2
32305		98395		2
63567		98395		2
92445		98395		2
14434		98395		2
79288		98395		2
88863		98395		2
51413		98395		2
78365		98395		2
86419		98395		2
20661		98395		2
94223		98395		2
40023		67815		2
71585		67815		2
63402		67815		2
41923		67815		2
6503		67815		2
33883		67815		2
85402		67815		2
63263		67815		2
28975		67815		2
6704		67815		2
99190		67815		2
60801		67815		2
32551		67815		2
89204		67815		2
4816		67815		2
5524		67815		2
67431		67815		2
9197		67815		2
99111		67815		2
21117		67815		2
9816		67815		2
73436		67815		2
52883		67815		2
30491		67815		2
47182		67815		2
86626		67815		2
47593		67815		2
78636		67815		2
85591		67815		2
30135		67815		2
56654		67815		2
94383		67815		2
93344		67815		2
4517		67815		2
17363		67815		2
47915		67815		2
78117		67815		2
65104		67815		2
75288		67815		2
68360		67815		2
99794		67815		2
40341		67815		2
37618		67815		2
6732		67815		2
12655		67815		2
95536		67815		2
38175		67815		2
40029		67815		2
44566		67815		2
20904		67815		2
1009		67815		2
28402		67815		2
42798		67815		2
41134		76435		2
55560		76435		2
73508		76435		2
67162		76435		2
28563		76435		2
14694		76435		2
53796		76435		2
67103		76435		2
53653		76435		2
