(total cost: 220.11)
id		father		cost
7		821		0.14
330		570		0.17
997		610		0.18
120		997		0.00
356		997		0.02
585		356		0.03
887		997		0.08
497		356		0.09
638		497		0.11
75		638		0.08
321		497		0.17
592		321		0.04
466		192		0.19
43		466		0.13
921		466		0.18
760		921		0.10
978		921		0.18
883		497		0.19
789		883		0.06
228		883		0.18
66		599		0.19
221		66		0.17
837		795		0.19
586		497		0.19
579		586		0.06
684		579		0.02
594		586		0.08
277		594		0.01
432		277		0.03
119		586		0.11
797		432		0.12
766		684		0.13
266		797		0.13
976		432		0.13
489		586		0.18
861		797		0.20
260		861		0.05
578		497		0.20
148		578		0.05
92		148		0.03
756		7		0.20
595		756		0.16
690		595		0.10
630		473		0.20
448		636		0.20
896		448		0.11
324		66		0.20
81		756		0.20
353		81		0.05
713		630		0.21
628		766		0.22
191		628		0.09
993		837		0.22
78		993		0.12
252		993		0.21
770		252		0.04
372		770		0.04
5		770		0.07
865		252		0.09
299		5		0.12
364		299		0.02
456		364		0.01
658		986		0.22
823		658		0.20
357		823		0.02
259		357		0.08
339		160		0.22
672		339		0.07
544		579		0.22
458		544		0.06
382		458		0.01
849		307		0.22
8		849		0.05
953		8		0.11
627		953		0.04
908		953		0.07
292		721		0.22
6		432		0.23
45		6		0.18
906		449		0.23
580		906		0.02
568		906		0.22
683		568		0.03
84		568		0.09
253		84		0.05
640		683		0.10
695		253		0.16
785		568		0.21
54		84		0.22
267		54		0.11
156		267		0.09
234		54		0.11
856		54		0.18
602		156		0.18
209		602		0.07
761		209		0.16
577		156		0.19
529		172		0.23
326		529		0.22
983		326		0.07
248		983		0.11
12		983		0.20
934		12		0.01
371		983		0.21
140		371		0.06
47		140		0.07
787		47		0.17
530		787		0.02
150		787		0.05
414		530		0.14
494		414		0.02
989		494		0.03
890		414		0.06
61		787		0.15
185		61		0.02
874		185		0.09
409		890		0.18
622		409		0.02
114		409		0.02
984		114		0.10
938		494		0.22
276		938		0.19
643		276		0.16
851		225		0.23
272		851		0.01
511		272		0.10
825		511		0.04
308		825		0.08
862		851		0.12
385		244		0.23
600		185		0.23
922		600		0.06
768		922		0.12
450		155		0.23
897		450		0.18
867		897		0.08
969		450		0.22
998		969		0.04
961		998		0.02
917		961		0.00
41		961		0.01
370		917		0.01
844		998		0.03
295		370		0.06
125		295		0.04
948		998		0.08
463		948		0.10
901		463		0.08
310		41		0.12
180		998		0.14
337		463		0.14
214		337		0.13
641		901		0.15
455		337		0.16
687		180		0.18
133		370		0.19
293		133		0.02
341		370		0.21
322		790		0.23
620		67		0.23
167		620		0.15
949		167		0.04
65		620		0.17
916		65		0.19
513		916		0.10
470		916		0.12
332		321		0.23
754		332		0.01
436		754		0.12
89		436		0.12
359		89		0.03
157		89		0.20
123		89		0.20
116		123		0.14
311		123		0.14
802		116		0.16
51		116		0.23
479		51		0.15
936		479		0.08
955		51		0.20
860		318		0.23
735		123		0.23
606		735		0.08
465		606		0.00
793		735		0.11
485		793		0.12
809		485		0.05
171		465		0.13
664		809		0.21
987		818		0.23
402		470		0.23
279		906		0.23
982		279		0.16
694		982		0.12
656		694		0.21
663		909		0.23
944		663		0.09
950		944		0.17
284		793		0.23
574		284		0.11
882		920		0.23
335		818		0.23
649		982		0.23
869		649		0.16
387		848		0.24
556		387		0.09
31		387		0.15
206		31		0.21
729		976		0.24
389		882		0.24
478		284		0.24
238		478		0.05
460		238		0.01
970		825		0.24
567		54		0.24
431		92		0.24
924		125		0.24
98		909		0.24
774		98		0.05
139		98		0.07
289		139		0.01
697		289		0.12
791		697		0.03
348		697		0.07
815		348		0.03
141		98		0.14
805		791		0.16
453		805		0.06
145		453		0.13
962		453		0.16
216		962		0.17
447		774		0.18
893		98		0.21
265		893		0.18
731		265		0.08
105		265		0.08
23		265		0.13
434		105		0.19
939		139		0.22
334		939		0.07
590		334		0.08
669		939		0.09
15		669		0.17
703		15		0.00
876		703		0.22
126		876		0.03
55		876		0.23
239		760		0.24
197		239		0.06
701		239		0.11
927		114		0.25
142		927		0.02
342		927		0.14
438		142		0.17
412		438		0.11
979		244		0.25
162		896		0.25
127		162		0.14
554		127		0.18
650		554		0.06
838		554		0.18
430		961		0.25
946		430		0.12
826		553		0.25
583		826		0.16
827		81		0.25
745		172		0.25
74		342		0.25
829		74		0.02
698		961		0.25
677		698		0.08
804		677		0.08
349		698		0.14
490		43		0.25
64		684		0.25
422		64		0.02
296		422		0.01
14		64		0.07
113		64		0.17
688		14		0.23
271		688		0.18
26		490		0.25
355		26		0.10
482		355		0.04
857		355		0.07
689		857		0.05
71		689		0.02
115		355		0.14
780		482		0.17
278		355		0.21
894		278		0.15
589		894		0.08
992		804		0.25
744		289		0.25
820		805		0.26
97		583		0.26
931		167		0.26
91		931		0.07
467		931		0.21
769		976		0.26
990		769		0.02
915		990		0.01
817		990		0.14
548		817		0.11
273		817		0.14
763		548		0.25
327		431		0.26
73		327		0.02
547		73		0.23
130		547		0.19
159		130		0.11
708		130		0.13
625		159		0.15
168		708		0.23
613		208		0.26
76		613		0.24
598		76		0.11
991		598		0.10
175		76		0.17
824		175		0.01
399		824		0.13
403		175		0.18
696		175		0.23
251		696		0.01
843		696		0.01
571		696		0.12
134		571		0.20
274		134		0.02
300		134		0.07
709		300		0.03
501		709		0.07
176		300		0.21
918		501		0.21
527		134		0.21
891		527		0.14
719		399		0.26
752		719		0.18
269		918		0.26
732		269		0.00
647		449		0.27
169		647		0.01
303		647		0.08
957		169		0.20
967		957		0.22
131		967		0.11
416		967		0.13
673		416		0.14
776		673		0.14
985		957		0.24
257		985		0.16
734		776		0.25
558		697		0.27
151		337		0.27
505		151		0.17
747		505		0.06
146		505		0.14
980		146		0.20
194		980		0.06
765		194		0.24
803		765		0.01
973		765		0.01
850		803		0.02
379		973		0.22
942		379		0.03
60		942		0.13
215		60		0.21
963		215		0.06
500		215		0.21
204		500		0.12
56		194		0.25
243		194		0.26
898		56		0.26
788		898		0.18
923		788		0.22
86		923		0.07
781		923		0.09
611		923		0.21
153		404		0.27
425		153		0.06
813		139		0.27
152		813		0.20
427		422		0.27
767		550		0.27
373		767		0.08
520		848		0.27
288		520		0.06
807		520		0.22
365		767		0.27
623		365		0.20
884		623		0.20
418		874		0.27
426		418		0.20
652		679		0.27
710		623		0.27
440		710		0.12
755		710		0.18
112		440		0.19
682		112		0.16
143		755		0.21
777		143		0.09
759		777		0.01
506		777		0.07
870		143		0.13
236		777		0.23
48		292		0.27
442		48		0.23
298		442		0.23
557		298		0.00
913		298		0.11
806		913		0.20
619		806		0.00
290		806		0.20
674		298		0.22
109		48		0.24
560		109		0.09
99		442		0.25
158		290		0.25
543		158		0.08
811		543		0.07
420		543		0.08
189		420		0.11
280		543		0.13
855		811		0.17
476		189		0.18
312		189		0.22
315		312		0.00
822		280		0.23
50		822		0.20
596		793		0.27
1000		851		0.27
725		550		0.27
971		1000		0.27
559		402		0.27
886		666		0.28
196		971		0.28
866		436		0.28
546		934		0.28
872		546		0.24
42		872		0.14
572		42		0.03
933		572		0.12
421		933		0.10
775		421		0.23
940		42		0.26
895		251		0.28
799		895		0.11
853		799		0.22
410		853		0.14
778		895		0.26
784		778		0.20
945		778		0.26
741		945		0.18
816		148		0.28
261		816		0.17
439		816		0.24
129		439		0.21
801		129		0.05
521		129		0.14
224		521		0.07
263		224		0.06
654		129		0.17
742		986		0.28
33		346		0.28
905		86		0.28
612		189		0.28
184		612		0.19
103		612		0.27
510		596		0.29
137		510		0.07
512		137		0.14
368		512		0.06
888		368		0.22
555		287		0.29
393		76		0.29
615		393		0.15
498		129		0.29
749		498		0.24
535		821		0.29
96		535		0.04
519		96		0.03
525		397		0.29
237		946		0.29
270		32		0.29
782		26		0.29
977		782		0.18
892		344		0.29
233		409		0.29
53		284		0.29
964		467		0.30
523		559		0.30
424		523		0.05
743		112		0.30
452		743		0.00
193		452		0.12
642		193		0.10
517		193		0.29
21		517		0.03
457		517		0.28
35		730		0.30
363		35		0.01
174		311		0.30
294		174		0.05
2		294		0.02
617		174		0.15
108		617		0.02
581		617		0.07
693		617		0.30
845		937		0.30
885		168		0.30
396		284		0.31
653		396		0.10
540		653		0.14
605		540		0.27
711		105		0.31
406		870		0.31
245		84		0.31
496		245		0.14
704		245		0.29
451		898		0.31
343		451		0.27
281		874		0.31
82		65		0.31
999		395		0.31
700		803		0.31
309		281		0.31
565		225		0.32
877		128		0.32
912		877		0.25
493		912		0.27
736		493		0.11
588		736		0.16
722		736		0.29
846		722		0.17
727		710		0.32
464		727		0.18
165		464		0.20
648		464		0.28
268		648		0.18
68		268		0.24
313		648		0.26
935		186		0.32
503		141		0.32
531		530		0.32
351		339		0.32
561		589		0.32
660		561		0.06
773		660		0.09
552		561		0.19
504		215		0.32
333		512		0.32
783		660		0.32
712		783		0.03
676		797		0.32
587		676		0.08
210		587		0.13
375		885		0.32
411		318		0.32
319		74		0.32
230		127		0.33
528		230		0.22
469		334		0.33
242		469		0.08
423		242		0.13
814		423		0.22
286		822		0.33
405		445		0.33
122		504		0.33
328		122		0.29
536		64		0.33
138		536		0.08
95		536		0.25
461		437		0.33
859		959		0.33
149		859		0.31
207		149		0.18
900		252		0.34
246		271		0.34
728		246		0.24
603		114		0.34
637		924		0.34
468		637		0.02
320		42		0.34
678		465		0.34
87		4		0.34
383		51		0.34
533		383		0.31
380		501		0.34
254		962		0.34
720		254		0.06
285		254		0.13
367		557		0.34
400		45		0.35
94		588		0.35
144		922		0.35
902		144		0.21
218		902		0.05
502		902		0.20
800		502		0.03
981		502		0.07
110		163		0.35
569		110		0.20
841		110		0.30
996		841		0.29
626		996		0.04
907		461		0.35
323		907		0.04
102		438		0.35
988		102		0.06
929		988		0.28
52		504		0.35
182		52		0.21
680		583		0.35
828		680		0.17
187		828		0.23
317		895		0.35
794		676		0.35
833		794		0.13
518		299		0.36
338		915		0.36
227		844		0.36
16		229		0.36
549		113		0.36
932		629		0.36
516		932		0.12
235		155		0.36
858		235		0.21
839		458		0.36
161		839		0.08
956		161		0.33
471		956		0.34
522		292		0.36
413		568		0.37
378		514		0.37
639		24		0.37
135		639		0.18
534		639		0.23
718		534		0.18
350		1		0.37
487		52		0.37
34		746		0.37
345		34		0.18
847		827		0.37
374		466		0.37
604		371		0.37
188		604		0.32
878		751		0.37
85		580		0.37
179		603		0.37
919		947		0.37
972		628		0.37
484		166		0.37
80		476		0.37
738		859		0.37
30		738		0.17
443		212		0.38
390		443		0.22
662		390		0.01
258		662		0.17
62		128		0.38
748		62		0.06
667		748		0.14
705		667		0.00
852		287		0.38
190		773		0.38
49		324		0.38
417		74		0.39
264		921		0.39
93		991		0.39
173		93		0.04
699		173		0.07
618		699		0.07
474		173		0.17
524		173		0.28
670		93		0.37
302		815		0.39
104		773		0.40
20		605		0.40
954		20		0.38
88		427		0.40
903		635		0.40
974		21		0.40
358		242		0.40
836		67		0.40
408		524		0.41
79		437		0.41
779		55		0.41
164		175		0.41
262		164		0.21
441		690		0.41
132		494		0.42
11		132		0.21
645		506		0.42
63		645		0.22
181		749		0.42
707		689		0.42
247		984		0.42
170		852		0.42
538		216		0.43
808		59		0.43
508		207		0.43
376		522		0.44
46		376		0.27
354		936		0.44
651		354		0.16
910		484		0.44
563		254		0.44
960		563		0.12
545		259		0.45
217		545		0.10
764		451		0.45
575		89		0.45
428		712		0.45
306		428		0.03
483		306		0.37
3		503		0.46
786		835		0.46
394		679		0.46
486		445		0.46
812		486		0.14
415		137		0.46
336		415		0.27
873		336		0.40
347		336		0.44
868		371		0.46
25		741		0.47
58		185		0.47
692		51		0.47
117		261		0.47
889		134		0.47
958		60		0.47
995		958		0.14
183		437		0.47
831		376		0.47
515		834		0.47
201		821		0.48
392		248		0.48
70		52		0.48
904		70		0.07
340		908		0.49
762		340		0.21
147		762		0.46
661		787		0.49
213		647		0.49
975		258		0.49
377		975		0.14
566		682		0.49
632		536		0.49
90		827		0.50
593		298		0.50
509		499		0.50
419		417		0.50
27		710		0.51
398		770		0.51
331		540		0.51
631		938		0.51
758		554		0.52
796		961		0.52
792		554		0.53
220		479		0.53
609		220		0.41
539		693		0.53
17		661		0.53
282		861		0.53
842		519		0.54
875		842		0.38
686		246		0.54
671		31		0.54
726		196		0.54
291		665		0.55
429		611		0.55
462		651		0.55
681		324		0.55
757		462		0.55
537		757		0.53
582		613		0.55
723		80		0.56
106		231		0.56
928		909		0.56
584		173		0.56
177		584		0.43
121		966		0.57
495		833		0.57
899		872		0.57
39		91		0.57
433		21		0.57
753		610		0.59
72		668		0.62
951		629		0.63
724		870		0.64
304		443		0.64
551		713		0.67
40		51		0.67
655		861		0.68
19		933		0.68
930		411		0.70
226		930		0.47
223		411		0.71
154		951		0.72
481		872		0.73
526		18		0.73
301		671		0.75
111		291		0.75
659		670		0.76
644		582		0.76
854		640		0.78
118		70		0.78
507		276		0.78
691		851		0.78
926		572		0.79
702		254		0.80
305		702		0.75
733		94		0.80
491		936		0.82
101		863		0.85
283		364		0.89
352		115		0.91
573		855		0.91
881		778		0.92
202		552		0.99
29		947		0.99
965		208		1.00
646		784		1.03
36		262		1.06
211		399		1.21
880		722		1.22
44		315		1.29
