Max flow: 291
Edges
From		To		Capacity/Flow
32		2837		6.00/0.00
33		2141		3.00/0.00
33		5969		10.00/0.00
33		9110		6.00/0.00
33		3995		5.00/0.00
33		7627		10.00/0.00
33		9941		8.00/0.00
34		8383		3.00/0.00
34		7500		1.00/0.00
34		8768		5.00/0.00
34		6743		2.00/0.00
34		4581		4.00/0.00
35		7170		7.00/0.00
35		4827		2.00/0.00
36		2437		5.00/0.00
36		629		9.00/0.00
36		8820		7.00/0.00
36		3447		10.00/0.00
36		7789		7.00/0.00
37		395		8.00/0.00
37		8101		5.00/0.00
37		647		2.00/0.00
37		1758		3.00/0.00
37		6536		9.00/0.00
38		5497		1.00/0.00
38		3479		9.00/0.00
38		3725		2.00/0.00
38		1362		10.00/0.00
38		2969		4.00/0.00
38		8463		3.00/0.00
38		1799		1.00/0.00
38		292		8.00/0.00
38		8545		7.00/0.00
38		8167		6.00/0.00
39		427		2.00/0.00
39		1808		9.00/0.00
39		7924		5.00/0.00
39		7491		10.00/0.00
40		1774		2.00/0.00
40		2336		3.00/0.00
40		3104		6.00/0.00
40		1225		10.00/0.00
40		505		9.00/0.00
41		1161		4.00/0.00
41		3035		4.00/0.00
41		9710		10.00/0.00
42		5039		2.00/0.00
42		2303		4.00/0.00
42		2453		6.00/0.00
42		1983		9.00/0.00
42		3214		3.00/0.00
42		2581		1.00/0.00
43		1712		9.00/0.00
43		6967		4.00/0.00
43		686		8.00/0.00
44		3792		5.00/0.00
44		3299		2.00/0.00
44		5798		7.00/0.00
44		1299		3.00/0.00
44		205		1.00/0.00
45		9436		10.00/0.00
45		5652		7.00/0.00
45		4635		2.00/0.00
45		1528		4.00/0.00
45		8239		3.00/0.00
45		4763		1.00/0.00
45		4283		1.00/0.00
45		7325		5.00/0.00
46		1766		8.00/0.00
46		6612		10.00/0.00
46		9626		3.00/0.00
46		8314		3.00/0.00
46		4489		3.00/0.00
46		8499		7.00/0.00
46		5533		5.00/0.00
47		5		4.00/0.00
47		2777		5.00/0.00
47		4887		1.00/0.00
47		4885		4.00/0.00
48		833		4.00/0.00
48		5188		7.00/0.00
48		435		1.00/1.00
48		7125		10.00/0.00
49		6977		9.00/0.00
49		1051		3.00/0.00
49		4973		8.00/0.00
49		627		10.00/0.00
49		8003		5.00/0.00
49		5975		4.00/0.00
49		310		1.00/0.00
49		2841		10.00/0.00
50		1577		10.00/0.00
50		8659		1.00/0.00
50		1423		10.00/0.00
50		6690		3.00/0.00
50		8189		7.00/0.00
50		1824		3.00/0.00
51		656		10.00/0.00
51		222		2.00/0.00
51		3852		8.00/0.00
51		6398		1.00/0.00
52		9814		6.00/0.00
52		8102		7.00/0.00
52		8397		7.00/0.00
53		5145		4.00/0.00
53		8685		1.00/0.00
53		6424		8.00/0.00
53		2003		8.00/2.00
53		3015		7.00/0.00
53		8616		2.00/0.00
53		813		7.00/0.00
53		7594		3.00/0.00
54		9306		9.00/0.00
54		3685		6.00/0.00
54		4006		1.00/0.00
54		8670		5.00/0.00
54		8825		2.00/0.00
54		5594		4.00/0.00
54		602		6.00/0.00
55		8437		10.00/0.00
55		3925		7.00/0.00
55		1497		10.00/0.00
55		3740		2.00/0.00
55		1164		8.00/0.00
55		8874		9.00/0.00
55		3618		5.00/0.00
55		5201		2.00/0.00
56		8820		2.00/0.00
56		4463		7.00/0.00
56		156		10.00/0.00
56		4139		8.00/0.00
56		8600		2.00/0.00
57		5399		8.00/0.00
57		6110		6.00/0.00
57		2225		4.00/0.00
57		6575		7.00/0.00
58		6151		5.00/0.00
58		4735		9.00/0.00
58		6428		9.00/0.00
59		576		9.00/0.00
59		6095		10.00/0.00
59		387		7.00/0.00
59		6259		7.00/0.00
59		6245		5.00/0.00
59		7218		1.00/0.00
60		4353		8.00/0.00
60		3197		7.00/0.00
60		1046		8.00/0.00
60		4244		1.00/0.00
60		8172		3.00/0.00
60		8356		7.00/0.00
60		4884		6.00/0.00
60		3354		1.00/0.00
60		8199		1.00/0.00
60		4755		2.00/0.00
61		1060		5.00/2.00
61		8192		10.00/0.00
61		6001		9.00/0.00
61		6812		9.00/0.00
61		8692		3.00/0.00
61		6185		1.00/0.00
61		2884		6.00/0.00
61		8261		9.00/0.00
62		9228		2.00/0.00
62		7472		9.00/0.00
62		5033		1.00/0.00
62		4524		9.00/0.00
62		4728		1.00/0.00
62		1689		10.00/0.00
62		94		8.00/0.00
63		4930		3.00/0.00
63		4957		7.00/0.00
63		275		1.00/0.00
63		9659		1.00/0.00
63		9853		8.00/0.00
63		3737		6.00/0.00
64		8520		10.00/0.00
64		6636		5.00/0.00
64		3842		2.00/0.00
64		1520		3.00/0.00
64		9026		4.00/0.00
65		5971		3.00/0.00
65		9147		5.00/0.00
65		8717		9.00/0.00
65		9116		10.00/0.00
66		3701		6.00/0.00
66		4769		8.00/0.00
66		7554		7.00/0.00
66		9953		7.00/0.00
66		8849		1.00/0.00
67		1608		1.00/0.00
67		9452		9.00/0.00
67		7538		9.00/0.00
67		826		3.00/0.00
67		4788		3.00/0.00
67		1557		1.00/0.00
67		6891		10.00/0.00
68		3337		8.00/0.00
68		9186		7.00/0.00
68		5004		4.00/0.00
68		2861		9.00/0.00
68		8653		4.00/0.00
69		5969		4.00/0.00
69		2926		10.00/0.00
69		1810		1.00/0.00
69		2032		2.00/0.00
69		3367		6.00/0.00
69		9326		6.00/0.00
69		9818		6.00/0.00
70		2359		10.00/0.00
70		5477		3.00/0.00
70		4689		9.00/0.00
70		3493		7.00/0.00
70		1774		10.00/0.00
70		759		3.00/0.00
70		4907		1.00/0.00
70		6016		7.00/0.00
71		8061		1.00/0.00
71		9917		4.00/0.00
71		4015		2.00/0.00
71		4588		3.00/0.00
71		9095		9.00/0.00
71		3052		6.00/0.00
71		3346		5.00/0.00
71		3885		5.00/0.00
72		9025		3.00/0.00
72		6068		3.00/0.00
72		5674		5.00/0.00
72		7997		6.00/0.00
72		9711		1.00/0.00
72		8753		3.00/0.00
73		5443		3.00/0.00
73		7128		7.00/0.00
73		2530		4.00/0.00
73		502		6.00/0.00
73		3758		6.00/0.00
73		4201		1.00/0.00
73		9066		7.00/0.00
74		3125		9.00/0.00
74		2895		10.00/0.00
74		2991		9.00/0.00
74		8808		6.00/0.00
74		3558		8.00/0.00
75		3426		1.00/0.00
75		8032		3.00/0.00
75		158		3.00/0.00
75		9374		1.00/0.00
75		5196		7.00/0.00
76		4406		9.00/0.00
76		4563		5.00/0.00
76		3004		3.00/0.00
76		813		8.00/0.00
76		9434		7.00/0.00
76		5677		4.00/0.00
77		7970		10.00/0.00
77		5788		5.00/0.00
77		8456		10.00/0.00
77		7721		2.00/0.00
78		9747		7.00/0.00
78		1127		5.00/0.00
78		6279		3.00/0.00
78		4748		9.00/0.00
78		260		10.00/0.00
79		5150		10.00/0.00
79		7333		9.00/0.00
79		849		10.00/0.00
79		6012		6.00/0.00
79		5324		10.00/0.00
79		4495		7.00/0.00
79		4723		5.00/0.00
79		3795		8.00/0.00
80		9571		8.00/0.00
80		2211		5.00/0.00
81		9915		9.00/0.00
81		7386		10.00/0.00
81		8185		9.00/0.00
81		6348		2.00/0.00
81		1822		7.00/0.00
81		1435		9.00/0.00
81		1359		9.00/0.00
82		5682		7.00/0.00
82		9148		2.00/0.00
82		5500		7.00/0.00
83		9818		7.00/0.00
83		1436		1.00/0.00
83		2642		2.00/0.00
83		2719		10.00/0.00
83		6461		2.00/0.00
83		788		4.00/0.00
84		3039		10.00/0.00
84		7344		6.00/0.00
84		5671		7.00/0.00
84		7986		10.00/0.00
84		6170		1.00/0.00
84		7995		5.00/0.00
84		8255		3.00/0.00
85		7952		5.00/0.00
85		5086		9.00/0.00
85		5320		6.00/0.00
85		1257		3.00/0.00
85		4591		6.00/0.00
85		4137		5.00/0.00
85		306		1.00/0.00
86		3585		9.00/0.00
86		6358		10.00/0.00
86		2313		4.00/0.00
86		7475		9.00/0.00
86		5987		5.00/0.00
86		7796		5.00/0.00
86		2321		7.00/0.00
86		5039		2.00/0.00
87		6032		4.00/0.00
87		983		2.00/0.00
87		3697		7.00/0.00
87		8166		2.00/0.00
87		6977		2.00/0.00
87		5685		10.00/0.00
87		3937		4.00/0.00
87		6928		6.00/0.00
87		6487		3.00/0.00
87		8285		4.00/0.00
87		2479		4.00/0.00
87		4722		8.00/0.00
88		757		8.00/0.00
88		9969		5.00/0.00
88		9875		4.00/0.00
88		8335		3.00/0.00
89		6538		4.00/0.00
89		4131		7.00/0.00
89		5317		10.00/0.00
90		713		3.00/0.00
90		9375		10.00/0.00
90		2674		8.00/0.00
90		2971		6.00/0.00
90		3206		6.00/0.00
90		2012		10.00/0.00
90		9185		10.00/0.00
90		5063		7.00/0.00
90		7116		10.00/0.00
91		2891		8.00/0.00
91		8877		10.00/0.00
91		7122		10.00/0.00
91		6376		8.00/0.00
92		8697		8.00/0.00
92		4833		1.00/0.00
92		8146		10.00/0.00
92		8440		10.00/0.00
92		5121		6.00/0.00
92		8753		8.00/1.00
92		4700		8.00/0.00
93		5100		2.00/0.00
93		6298		8.00/0.00
93		9366		5.00/0.00
93		6594		5.00/0.00
93		4884		9.00/0.00
93		6427		4.00/0.00
94		5786		2.00/0.00
94		9294		10.00/0.00
94		5646		7.00/0.00
94		1778		7.00/0.00
94		2354		2.00/0.00
94		6218		2.00/0.00
94		3372		10.00/0.00
94		3121		6.00/0.00
94		1154		6.00/0.00
94		8446		7.00/0.00
95		1949		6.00/0.00
95		2900		9.00/0.00
95		2458		9.00/0.00
95		7594		8.00/0.00
96		6167		8.00/0.00
96		7639		1.00/0.00
96		3915		9.00/0.00
96		3805		10.00/0.00
96		871		6.00/0.00
96		6670		1.00/0.00
96		1626		10.00/0.00
97		6076		1.00/0.00
97		885		6.00/0.00
97		5485		7.00/0.00
97		5645		2.00/0.00
97		5398		8.00/0.00
97		4356		5.00/0.00
97		2109		4.00/0.00
97		3236		2.00/0.00
98		5371		8.00/0.00
98		9698		9.00/0.00
98		4431		9.00/0.00
98		3053		5.00/0.00
98		7476		9.00/0.00
98		330		3.00/0.00
98		2296		4.00/0.00
98		8002		8.00/0.00
98		6415		6.00/0.00
99		1187		8.00/0.00
99		7332		1.00/0.00
99		8651		1.00/0.00
99		5243		4.00/0.00
99		2698		4.00/0.00
99		2959		10.00/0.00
99		8812		9.00/0.00
100		6033		7.00/0.00
100		6005		1.00/0.00
100		2543		3.00/0.00
100		1436		10.00/0.00
100		6556		5.00/0.00
100		367		4.00/0.00
100		5779		9.00/0.00
101		9211		1.00/0.00
101		3353		5.00/0.00
101		5544		1.00/0.00
101		521		7.00/0.00
101		588		4.00/0.00
101		6047		6.00/0.00
101		9046		4.00/0.00
102		1507		4.00/0.00
102		7466		8.00/0.00
102		8370		6.00/0.00
102		8809		1.00/0.00
102		5176		9.00/0.00
102		8706		5.00/0.00
102		846		8.00/0.00
103		7107		1.00/0.00
103		8243		2.00/0.00
103		1729		9.00/0.00
104		6738		7.00/0.00
104		3177		1.00/0.00
104		9960		9.00/0.00
104		5174		4.00/0.00
104		2632		6.00/0.00
104		9984		4.00/0.00
104		79		5.00/0.00
105		5948		2.00/0.00
105		978		4.00/0.00
105		1778		4.00/0.00
105		9774		9.00/0.00
105		6618		1.00/0.00
105		9906		4.00/0.00
106		9397		9.00/0.00
106		6387		3.00/0.00
106		2297		5.00/0.00
106		9230		4.00/0.00
106		476		1.00/0.00
106		8645		1.00/0.00
106		9190		9.00/0.00
106		9709		1.00/0.00
106		8033		4.00/0.00
107		6377		5.00/0.00
107		4216		10.00/0.00
107		7805		10.00/0.00
107		3275		5.00/0.00
107		7045		6.00/0.00
107		3305		1.00/0.00
107		4075		1.00/0.00
108		5250		9.00/0.00
108		4305		8.00/0.00
108		9427		5.00/0.00
108		7114		10.00/0.00
108		631		1.00/0.00
108		4227		6.00/0.00
109		5399		5.00/0.00
109		4967		4.00/0.00
109		4748		5.00/0.00
109		815		3.00/0.00
109		8492		8.00/0.00
109		3520		9.00/0.00
109		2448		9.00/0.00
109		910		6.00/0.00
110		7808		4.00/0.00
110		2557		3.00/0.00
110		3849		8.00/0.00
110		798		9.00/0.00
110		185		6.00/0.00
111		3108		9.00/0.00
111		2317		8.00/0.00
111		9965		4.00/0.00
111		9335		1.00/0.00
111		5220		10.00/0.00
112		7592		8.00/0.00
112		9030		5.00/0.00
112		4189		5.00/0.00
112		2505		10.00/0.00
112		3598		4.00/0.00
112		2013		8.00/0.00
112		623		2.00/0.00
113		5800		7.00/0.00
113		6306		6.00/0.00
113		7939		3.00/0.00
113		994		8.00/0.00
113		746		6.00/0.00
113		2272		6.00/0.00
114		6837		2.00/0.00
114		8939		6.00/0.00
114		4392		3.00/0.00
114		4612		2.00/0.00
114		7579		2.00/0.00
114		6763		3.00/0.00
114		9411		3.00/0.00
114		400		6.00/0.00
115		2651		7.00/0.00
115		4748		6.00/0.00
115		4372		1.00/0.00
115		8042		9.00/0.00
115		9072		8.00/0.00
115		7357		10.00/0.00
115		8255		7.00/0.00
115		2203		3.00/0.00
115		4737		6.00/0.00
115		1057		3.00/0.00
115		701		9.00/0.00
116		6174		3.00/0.00
116		6170		10.00/0.00
116		4367		6.00/0.00
116		8462		6.00/0.00
117		6497		1.00/0.00
117		6038		3.00/0.00
117		3939		9.00/0.00
117		3023		5.00/0.00
117		793		3.00/0.00
117		7250		8.00/0.00
117		3941		10.00/0.00
117		1574		5.00/0.00
118		78		4.00/0.00
118		6235		8.00/0.00
118		4751		7.00/0.00
118		171		8.00/0.00
118		6042		2.00/0.00
118		1556		7.00/0.00
118		1195		4.00/0.00
118		7379		8.00/0.00
118		7316		1.00/0.00
119		4819		9.00/0.00
119		2649		4.00/0.00
119		7699		3.00/0.00
119		2481		3.00/0.00
119		230		3.00/0.00
119		6779		10.00/0.00
119		4687		1.00/0.00
119		420		10.00/0.00
119		4442		3.00/0.00
119		7589		8.00/0.00
119		6363		6.00/0.00
119		9321		9.00/0.00
119		4649		10.00/0.00
119		1504		9.00/0.00
119		5520		2.00/0.00
120		8564		4.00/0.00
120		3218		9.00/0.00
120		2582		7.00/0.00
120		6976		3.00/0.00
121		5132		7.00/0.00
121		621		9.00/0.00
121		4718		1.00/0.00
121		7059		1.00/0.00
122		3473		2.00/0.00
122		1008		7.00/0.00
122		1887		8.00/0.00
122		1014		1.00/0.00
122		8454		6.00/0.00
123		909		4.00/0.00
123		7350		6.00/0.00
123		2415		2.00/0.00
123		259		8.00/0.00
123		4550		8.00/0.00
124		3831		10.00/0.00
124		8265		10.00/0.00
124		4656		4.00/0.00
124		7747		8.00/0.00
124		5529		1.00/0.00
124		2744		9.00/0.00
125		2118		4.00/0.00
125		5124		9.00/0.00
125		4299		4.00/0.00
125		6678		10.00/0.00
125		8533		8.00/0.00
125		9247		10.00/0.00
126		793		8.00/0.00
126		2345		7.00/0.00
126		8452		5.00/0.00
126		6258		6.00/0.00
127		3470		5.00/0.00
127		6349		10.00/0.00
127		6408		7.00/0.00
127		5537		8.00/0.00
127		9247		7.00/0.00
127		6964		5.00/0.00
127		6841		3.00/0.00
128		3577		2.00/0.00
128		4027		8.00/0.00
128		8566		10.00/0.00
128		6093		3.00/0.00
128		7300		6.00/0.00
128		4085		6.00/0.00
129		8620		8.00/0.00
129		2106		4.00/0.00
129		5326		4.00/0.00
129		3993		3.00/0.00
129		4359		10.00/0.00
130		8644		4.00/0.00
130		8557		5.00/0.00
130		9712		8.00/0.00
130		7361		7.00/0.00
130		1953		9.00/0.00
130		5675		1.00/0.00
130		4510		8.00/0.00
131		4553		9.00/0.00
131		6354		1.00/0.00
131		6953		10.00/0.00
131		824		3.00/0.00
131		4710		7.00/0.00
131		4912		10.00/0.00
131		7634		2.00/0.00
132		5253		5.00/0.00
132		7673		5.00/0.00
132		7420		7.00/0.00
132		3335		2.00/0.00
133		6874		7.00/0.00
133		4395		8.00/0.00
133		7601		4.00/0.00
133		4612		10.00/0.00
133		5324		10.00/0.00
133		1060		4.00/0.00
134		4274		4.00/0.00
134		9594		4.00/0.00
134		449		3.00/0.00
134		4789		8.00/0.00
134		3707		5.00/0.00
134		231		8.00/0.00
135		551		5.00/0.00
135		9264		3.00/0.00
135		9865		3.00/0.00
136		7453		8.00/0.00
136		6477		9.00/0.00
136		9902		7.00/0.00
136		2772		8.00/0.00
137		8551		2.00/0.00
137		5492		10.00/0.00
137		4449		3.00/0.00
137		8201		10.00/0.00
137		3322		2.00/0.00
137		8667		3.00/0.00
137		6437		4.00/0.00
137		1002		9.00/0.00
137		8750		6.00/0.00
137		2800		10.00/0.00
138		215		7.00/0.00
138		9679		4.00/0.00
138		6263		3.00/0.00
138		9348		1.00/0.00
138		8665		1.00/0.00
138		8070		2.00/0.00
138		5446		7.00/0.00
138		1377		9.00/0.00
139		8221		2.00/0.00
139		4641		6.00/0.00
139		9087		4.00/0.00
139		1043		3.00/0.00
139		7081		4.00/0.00
139		7828		6.00/0.00
139		6500		6.00/0.00
140		8018		9.00/0.00
140		5140		1.00/0.00
140		2960		8.00/0.00
140		2699		5.00/0.00
140		1973		5.00/0.00
140		9470		4.00/0.00
140		112		7.00/0.00
140		596		5.00/0.00
141		5759		10.00/0.00
141		7708		4.00/0.00
141		8175		7.00/2.00
141		5129		3.00/0.00
141		8835		5.00/2.00
142		4893		9.00/0.00
142		2751		7.00/0.00
142		3267		5.00/0.00
142		8294		7.00/0.00
142		2516		9.00/0.00
142		9066		8.00/0.00
142		8195		5.00/0.00
142		4771		5.00/0.00
143		2277		9.00/0.00
143		6303		1.00/0.00
144		8741		8.00/0.00
144		4046		10.00/0.00
144		1668		7.00/0.00
144		9292		1.00/0.00
144		2333		1.00/0.00
144		1364		5.00/0.00
145		9724		6.00/0.00
145		5781		3.00/0.00
145		9230		3.00/0.00
145		8593		7.00/0.00
145		8222		8.00/0.00
145		7784		4.00/0.00
145		4530		9.00/0.00
146		2718		9.00/0.00
146		4615		5.00/0.00
146		1823		10.00/0.00
146		2764		6.00/0.00
147		2736		3.00/0.00
147		7966		5.00/0.00
147		8606		8.00/0.00
147		1372		1.00/0.00
147		1068		9.00/0.00
148		7328		7.00/0.00
148		2042		10.00/0.00
148		8457		8.00/0.00
149		3597		10.00/0.00
149		6493		7.00/0.00
150		3173		9.00/0.00
150		8570		10.00/0.00
150		1547		5.00/0.00
150		4470		5.00/0.00
150		5642		3.00/0.00
151		4656		7.00/0.00
151		5021		8.00/0.00
151		5196		5.00/0.00
151		4672		10.00/0.00
151		6717		4.00/0.00
152		7817		4.00/0.00
152		5895		10.00/0.00
152		6330		6.00/0.00
152		1196		10.00/0.00
152		4864		1.00/0.00
152		3038		7.00/0.00
152		4506		3.00/0.00
152		1106		8.00/0.00
153		4633		7.00/0.00
153		252		8.00/0.00
153		8660		3.00/0.00
153		7306		8.00/0.00
153		3351		9.00/0.00
153		9132		4.00/0.00
153		7126		3.00/0.00
154		3568		9.00/0.00
154		7534		8.00/0.00
154		8233		4.00/1.00
154		4876		3.00/0.00
155		1597		6.00/0.00
155		9624		10.00/0.00
155		102		9.00/0.00
155		2793		7.00/0.00
155		3445		1.00/0.00
155		1898		10.00/0.00
155		9190		1.00/0.00
155		7661		2.00/0.00
155		8537		2.00/0.00
156		26		5.00/0.00
156		1789		2.00/0.00
156		2708		7.00/0.00
156		4391		3.00/0.00
156		8588		4.00/0.00
156		8392		6.00/0.00
157		6786		8.00/0.00
157		7576		9.00/0.00
157		4281		1.00/0.00
157		8077		9.00/0.00
157		6780		7.00/0.00
157		5853		4.00/0.00
157		7918		10.00/0.00
157		5856		4.00/0.00
157		9283		3.00/0.00
158		3285		7.00/0.00
158		7028		10.00/0.00
158		8573		3.00/0.00
158		8449		6.00/0.00
158		5193		4.00/0.00
158		596		3.00/0.00
158		5464		3.00/0.00
158		2555		8.00/0.00
158		977		8.00/0.00
158		2314		7.00/0.00
158		6627		4.00/0.00
158		7407		2.00/0.00
159		6543		10.00/0.00
159		1667		8.00/0.00
159		1887		4.00/0.00
159		1924		2.00/0.00
159		8102		7.00/0.00
159		1289		9.00/0.00
160		6162		9.00/0.00
160		7975		8.00/0.00
160		2398		3.00/0.00
160		9093		8.00/0.00
160		2183		5.00/0.00
161		5607		2.00/1.00
161		9471		5.00/1.00
161		2653		10.00/0.00
161		5889		8.00/3.00
161		9996		7.00/0.00
161		946		2.00/0.00
161		7373		2.00/0.00
161		3121		8.00/0.00
162		4266		3.00/0.00
162		3342		8.00/0.00
162		1837		1.00/0.00
162		6528		2.00/0.00
162		9573		9.00/0.00
162		38		3.00/0.00
163		5148		9.00/0.00
163		203		10.00/0.00
163		1030		1.00/0.00
163		5801		7.00/0.00
163		634		7.00/0.00
163		5685		10.00/0.00
163		9973		5.00/0.00
163		843		6.00/0.00
164		8965		5.00/0.00
164		1724		6.00/0.00
164		1538		1.00/0.00
164		8025		1.00/0.00
164		6956		9.00/0.00
164		9780		3.00/0.00
164		8585		3.00/0.00
165		951		5.00/0.00
165		5356		4.00/0.00
165		2273		2.00/0.00
165		7804		4.00/0.00
166		8897		8.00/0.00
166		1670		5.00/0.00
166		5733		3.00/0.00
166		3731		5.00/0.00
166		5609		6.00/0.00
166		6816		10.00/0.00
166		7551		2.00/0.00
167		5652		9.00/0.00
167		5614		4.00/0.00
167		6238		10.00/0.00
167		5719		1.00/0.00
167		957		10.00/0.00
167		2691		9.00/0.00
168		4839		7.00/0.00
168		7805		1.00/0.00
168		3484		5.00/0.00
168		9921		4.00/0.00
168		5784		9.00/0.00
168		9214		10.00/0.00
168		6718		4.00/0.00
168		4238		8.00/0.00
168		8687		2.00/0.00
169		3632		2.00/0.00
169		1421		8.00/0.00
169		807		4.00/0.00
169		3738		1.00/0.00
169		2368		4.00/0.00
170		7526		9.00/0.00
170		4642		5.00/0.00
170		9206		8.00/0.00
170		1425		3.00/0.00
170		7356		7.00/0.00
170		5313		2.00/0.00
171		3965		6.00/0.00
171		9763		1.00/0.00
171		6491		6.00/0.00
