(total cost: 22218.71)
id		father		cost
3308		40540		0.04
28623		88339		0.18
62100		28623		0.12
98836		62100		0.11
48159		28623		0.13
33456		48159		0.15
9953		28623		0.18
50988		9953		0.04
77002		50988		0.01
65613		77002		0.02
44416		50988		0.07
68705		44416		0.08
52412		68705		0.06
71659		52412		0.07
16921		71659		0.00
81232		71659		0.03
43520		81232		0.05
60248		9953		0.09
61311		60248		0.06
4317		61311		0.01
57772		4317		0.08
40514		57772		0.06
86422		40514		0.08
48880		4317		0.09
76658		48880		0.05
43287		52412		0.11
74727		43287		0.00
19156		74727		0.03
5192		74727		0.07
66465		74727		0.10
14653		66465		0.08
35926		14653		0.02
14646		44416		0.11
67848		14646		0.06
43364		67848		0.08
94494		4317		0.13
10980		60248		0.14
64321		10980		0.00
36689		10980		0.10
90176		64321		0.13
93713		64321		0.13
13320		90176		0.13
45267		13320		0.04
50585		45267		0.00
77718		45267		0.13
84231		77718		0.08
9691		84231		0.14
4080		9691		0.02
1867		9691		0.03
68848		9691		0.05
67411		9691		0.06
39502		68848		0.06
97256		67411		0.07
21850		9691		0.10
19152		4080		0.10
86168		21850		0.12
55955		86168		0.03
68225		1867		0.14
97499		97256		0.14
77375		13320		0.15
29160		77375		0.04
22408		29160		0.05
72845		77375		0.06
25731		29160		0.06
47220		77375		0.10
53475		72845		0.13
70418		68848		0.15
33224		70418		0.12
31091		33224		0.10
11778		31091		0.04
41639		70418		0.14
44678		41639		0.00
40291		41639		0.06
86918		41639		0.13
44160		44678		0.14
25404		44160		0.10
16155		31091		0.14
72961		16155		0.00
85981		16155		0.12
37061		16155		0.13
90253		37061		0.11
95164		90253		0.03
70709		85981		0.13
7385		95164		0.13
30390		7385		0.03
62236		30390		0.04
78671		30390		0.07
11891		78671		0.06
86552		78671		0.12
34665		43287		0.15
31193		34665		0.12
3977		31193		0.02
18922		3977		0.02
39513		18922		0.01
30590		31193		0.14
84888		44678		0.15
86250		77002		0.16
24510		11891		0.16
76626		30390		0.16
72047		44160		0.16
56541		44160		0.16
38327		56541		0.11
58427		66465		0.16
3723		58427		0.00
25216		86422		0.16
24147		25216		0.08
59088		25216		0.11
66683		24147		0.14
72753		5192		0.16
72519		43364		0.17
6369		72519		0.11
18929		4080		0.17
88830		74727		0.17
70628		18929		0.17
85300		86918		0.17
51660		56541		0.17
65111		38327		0.17
25058		65111		0.02
70256		62100		0.18
67861		65613		0.18
15769		67861		0.07
99500		15769		0.10
40838		99500		0.12
20980		40838		0.00
69967		99500		0.14
36393		69967		0.14
99973		36393		0.05
37213		99500		0.15
46580		37213		0.06
56129		46580		0.16
74388		36393		0.17
27163		74388		0.11
78058		74388		0.13
43987		78058		0.05
66446		78058		0.09
69882		78058		0.15
56290		69882		0.14
79750		78058		0.15
20170		79750		0.10
84147		20170		0.12
57665		43987		0.15
24766		57665		0.00
56827		57665		0.09
72710		56827		0.01
33512		72710		0.13
88082		15769		0.18
68205		88082		0.04
45590		27163		0.18
63398		65111		0.18
83297		84888		0.18
60688		44416		0.18
9085		86168		0.18
52661		9085		0.11
30789		88082		0.18
83145		30789		0.09
72877		83145		0.07
38282		30789		0.14
36448		38282		0.03
6833		84231		0.18
71497		6833		0.06
3199		71497		0.00
40925		6833		0.12
80406		40925		0.08
82572		25731		0.18
87827		82572		0.01
66005		87827		0.02
34110		82572		0.17
59805		84888		0.18
17639		72753		0.18
39022		6833		0.19
55732		39022		0.08
58569		55732		0.04
2003		55732		0.07
89725		55732		0.15
26993		2003		0.15
92560		26993		0.02
73423		92560		0.10
50028		26993		0.14
55899		92560		0.15
33827		55899		0.11
7564		33827		0.08
65548		73423		0.17
99627		55732		0.17
7705		99627		0.00
18406		7705		0.00
70621		99627		0.04
57091		18406		0.04
21230		70621		0.04
31761		21230		0.03
41669		31761		0.03
45173		7705		0.09
23763		45173		0.02
35101		23763		0.01
33483		45173		0.03
81721		45173		0.10
49982		18406		0.11
87731		23763		0.11
63437		87731		0.00
73226		63437		0.02
79339		73226		0.03
8647		87731		0.04
84558		73226		0.06
94761		8647		0.08
67692		8647		0.09
22188		67692		0.02
82046		84558		0.12
69066		23763		0.13
88535		87731		0.14
9098		88535		0.11
7019		9098		0.02
83090		9098		0.07
52596		9098		0.13
71750		73226		0.15
5393		71750		0.11
80739		41669		0.15
62880		87731		0.15
52665		71750		0.16
85089		52665		0.02
22417		52665		0.10
59589		22417		0.03
80422		59589		0.00
1547		59589		0.09
7638		85089		0.11
53585		7638		0.01
16497		52665		0.14
98153		16497		0.04
732		16497		0.07
41073		18406		0.17
63432		732		0.17
70548		41669		0.18
76987		80739		0.18
20524		76987		0.03
80939		20524		0.08
14822		80939		0.05
61075		1547		0.18
59045		1547		0.18
89244		59045		0.07
56917		59045		0.12
91807		56917		0.01
19282		56917		0.02
93025		56917		0.09
4167		93025		0.09
63421		4167		0.03
39969		56917		0.12
78870		93025		0.13
86877		89244		0.13
6159		86877		0.05
1419		19282		0.17
2877		1419		0.03
48301		39969		0.17
43199		48301		0.05
50704		48301		0.10
76751		50704		0.01
45403		76751		0.01
19678		48301		0.15
90311		50704		0.15
19638		90311		0.13
75227		76751		0.15
29072		75227		0.11
52655		29072		0.14
64328		90311		0.18
46796		64328		0.01
66806		39022		0.19
61057		66806		0.05
39373		66806		0.07
67579		39373		0.04
48294		67579		0.02
88970		48294		0.03
30191		67579		0.05
17008		48294		0.05
67587		30191		0.06
15205		30191		0.09
54196		17008		0.15
5129		54196		0.01
44688		54196		0.15
6183		44688		0.08
7750		66806		0.17
84656		7750		0.02
84612		7750		0.08
84201		84612		0.08
52443		84201		0.11
33631		7750		0.12
54083		7750		0.14
9966		54083		0.13
28511		9966		0.11
64636		28511		0.10
27663		64636		0.01
9705		64636		0.02
99208		9705		0.02
95943		27663		0.05
70075		99208		0.09
70173		70075		0.13
70902		52443		0.17
55189		70902		0.07
92263		55189		0.00
65344		55189		0.08
85544		65344		0.01
98878		65344		0.02
29204		85544		0.08
69037		98878		0.15
1074		88970		0.17
75165		1074		0.07
36225		75165		0.04
66052		36225		0.01
71572		66052		0.08
29695		75165		0.11
10008		29695		0.01
88647		29695		0.06
89657		88647		0.12
99714		1074		0.14
53039		99714		0.03
89163		99714		0.06
40155		99714		0.07
24862		40155		0.04
20184		24862		0.00
95531		53039		0.09
81815		95531		0.02
27745		95531		0.09
6409		53039		0.10
40873		81815		0.10
54658		24862		0.11
2091		89163		0.12
84561		2091		0.06
64283		40155		0.12
5320		64283		0.03
33604		64283		0.04
1865		33604		0.09
5215		1865		0.11
31828		6409		0.13
55013		31828		0.01
17662		31828		0.06
93342		40873		0.13
18462		54658		0.13
14841		31828		0.13
62492		40155		0.14
99236		5320		0.14
74668		54658		0.14
30879		20184		0.16
70138		30879		0.07
15115		70138		0.12
74537		15115		0.04
57662		74537		0.01
9606		74537		0.13
72971		15115		0.14
8068		74668		0.16
30638		9606		0.16
71263		10008		0.17
43807		71263		0.05
7935		43807		0.00
93637		43807		0.09
90392		93637		0.09
19078		90392		0.03
3499		19078		0.07
71573		3499		0.00
56208		71573		0.09
23621		90392		0.11
10595		23621		0.07
39934		19078		0.12
55977		39934		0.09
50355		55977		0.05
84711		55977		0.10
34926		84711		0.00
88491		84711		0.05
24576		34926		0.09
94083		24576		0.04
6464		88491		0.10
14001		6464		0.01
83227		14001		0.08
12880		83227		0.05
15899		83227		0.07
75296		83227		0.11
10277		15899		0.12
74844		10277		0.11
5412		74844		0.00
48101		74844		0.04
46921		74844		0.06
8403		46921		0.07
62497		23621		0.13
54761		62497		0.06
31406		88491		0.13
47565		10595		0.14
88393		31406		0.14
61029		88393		0.14
30773		31406		0.15
88274		30773		0.02
74145		88274		0.04
37542		30773		0.06
68990		30773		0.13
77595		74844		0.15
632		74145		0.16
3316		9705		0.17
47289		3316		0.01
86306		1865		0.17
57920		86306		0.03
57138		57920		0.03
25323		57138		0.03
24550		25323		0.05
24168		24550		0.03
64429		95943		0.17
69182		64429		0.06
66051		64429		0.10
95384		66051		0.04
87095		64429		0.15
68353		87095		0.09
19161		68353		0.02
57709		68353		0.02
97406		87095		0.12
59772		57709		0.12
74539		59772		0.08
75861		74539		0.10
36350		75861		0.08
85178		19161		0.13
76150		68353		0.13
7747		76150		0.02
93916		76150		0.06
75887		93916		0.03
45056		75887		0.01
56340		76150		0.07
88526		45056		0.07
64392		88526		0.08
48838		59772		0.13
87597		48838		0.02
40761		87597		0.04
29992		64392		0.14
4729		75887		0.15
1245		4729		0.05
47947		4729		0.11
1357		47947		0.00
36342		64429		0.16
14573		36342		0.05
38834		36342		0.15
58147		36350		0.16
48052		55977		0.17
47243		48052		0.07
78396		48052		0.15
86784		78396		0.05
21028		86784		0.01
93968		86784		0.05
61017		93968		0.12
57230		21028		0.14
91711		21028		0.15
13594		66806		0.17
22089		39934		0.17
85369		36350		0.17
77845		88526		0.17
76340		87597		0.17
59056		98878		0.17
4324		59056		0.03
3057		4324		0.12
2891		93637		0.17
71708		86784		0.17
78012		71708		0.04
54318		71708		0.10
7543		54318		0.16
81921		7543		0.02
21301		81921		0.01
22264		7543		0.04
85823		81921		0.07
92568		7543		0.08
87807		22264		0.08
61		87807		0.08
72780		61		0.06
58744		81921		0.14
87116		58744		0.00
42946		87116		0.06
86840		42946		0.13
20847		86840		0.01
98736		20847		0.01
3524		20847		0.04
11636		98736		0.04
2598		3524		0.11
4776		58744		0.16
88615		4776		0.16
32156		22264		0.17
49980		4729		0.17
88663		4776		0.17
13208		88663		0.10
71673		49980		0.17
47949		71673		0.06
67383		47949		0.06
4119		71673		0.08
5359		4119		0.08
6886		4119		0.09
16192		6886		0.13
5977		16192		0.09
43974		5977		0.01
55962		16192		0.12
85689		5359		0.15
77259		85689		0.01
36125		85689		0.17
44513		36125		0.14
20916		44513		0.03
6083		20916		0.13
88208		6083		0.14
71576		44513		0.15
31726		71576		0.09
72129		31726		0.04
3143		6083		0.16
35007		3143		0.11
67987		35007		0.03
9608		67987		0.05
61667		9608		0.04
15240		61667		0.14
25877		44513		0.17
58039		25877		0.10
38119		58039		0.03
44997		38119		0.07
98287		67987		0.17
550		98287		0.08
51295		98287		0.15
82260		51295		0.02
46894		82260		0.06
34210		46894		0.12
74302		34210		0.02
82402		74302		0.01
56179		82402		0.08
27491		56179		0.02
37157		27491		0.04
14952		27491		0.05
91365		34210		0.09
30097		46894		0.14
3140		30097		0.05
34343		14952		0.15
34639		34343		0.13
6299		34343		0.14
20370		91365		0.16
99689		51295		0.17
21977		99689		0.02
69770		34639		0.17
57767		69770		0.04
13378		550		0.18
33469		30097		0.18
48987		33469		0.02
46978		48987		0.14
37034		46978		0.05
80390		46978		0.06
88877		37034		0.07
95718		88877		0.08
68053		95718		0.03
40934		80390		0.11
25943		88877		0.11
57502		80390		0.15
32083		57502		0.04
12809		32083		0.00
72576		57502		0.09
42905		12809		0.09
15398		42905		0.08
55567		15398		0.06
94785		12809		0.09
90404		42905		0.12
93143		90404		0.01
2872		93143		0.08
3055		2872		0.04
61877		93143		0.13
5978		61877		0.05
73115		61877		0.10
27480		73115		0.04
79429		27480		0.05
2261		79429		0.01
99558		73115		0.09
46011		99558		0.08
4795		46011		0.03
61327		79429		0.09
29906		61327		0.08
91177		46011		0.12
21247		73115		0.13
64600		21247		0.08
59142		15398		0.15
48390		59142		0.03
73476		59142		0.08
11360		73476		0.10
82474		73115		0.16
93351		88877		0.16
33538		15398		0.16
31134		33538		0.10
16706		31134		0.06
80563		31134		0.12
92268		16706		0.14
39753		92268		0.03
70139		92268		0.05
81404		92268		0.07
99183		70139		0.13
57079		99183		0.09
54785		99183		0.14
5275		70139		0.15
23583		31134		0.16
30338		16706		0.16
18687		93351		0.16
7686		30338		0.16
62334		61877		0.17
25209		62334		0.10
88226		62334		0.12
66555		88226		0.09
29041		62334		0.13
25047		99183		0.17
97561		25047		0.14
21350		80390		0.17
82566		73115		0.18
63771		82566		0.00
45490		97561		0.18
40668		45490		0.10
42735		40668		0.02
43223		45490		0.16
14936		43223		0.14
41011		14936		0.04
8984		41011		0.02
97203		8984		0.11
64702		76150		0.18
26149		64702		0.07
34161		92568		0.18
71311		34161		0.01
99029		71311		0.06
3228		99029		0.05
39985		71311		0.12
27627		3228		0.13
70606		71311		0.17
26795		70606		0.03
68190		25323		0.18
19470		68190		0.01
12894		19470		0.12
14584		70606		0.18
31599		14584		0.00
3676		14584		0.13
87175		31599		0.15
64827		87175		0.15
11742		64827		0.01
67758		64827		0.02
45436		67758		0.05
96587		64827		0.07
39698		96587		0.09
83826		3676		0.16
43388		39698		0.17
96060		43388		0.09
18895		96060		0.01
19883		39373		0.18
83411		19883		0.04
98331		83411		0.06
47164		98331		0.00
45232		47164		0.03
46974		83411		0.10
71413		83411		0.10
20770		45232		0.11
10640		19883		0.15
23124		10640		0.01
97974		10640		0.09
31394		97974		0.09
35355		31394		0.05
45654		10640		0.11
19079		45654		0.08
30558		47164		0.15
7371		30558		0.09
34583		7371		0.07
14292		7371		0.10
46653		30558		0.11
86731		46653		0.06
61488		7371		0.13
40190		10640		0.16
32963		45654		0.16
87895		7371		0.16
48153		87895		0.10
46552		48153		0.01
48291		61488		0.17
99373		48291		0.14
80162		99373		0.08
38419		19470		0.18
14317		54083		0.18
4976		36225		0.18
39148		4976		0.01
46279		39148		0.01
56555		46279		0.06
46026		56555		0.06
84863		4976		0.10
878		46026		0.10
62600		84863		0.12
38275		46026		0.15
25621		38275		0.14
45452		39148		0.16
94103		878		0.17
16892		54196		0.18
20857		16892		0.17
97296		20857		0.07
6859		45056		0.18
95620		6859		0.05
71252		13594		0.18
69950		71252		0.02
13941		69950		0.03
45146		69950		0.05
10985		13941		0.07
72637		13941		0.07
84444		71252		0.11
25001		61029		0.18
22703		25001		0.10
7477		72637		0.18
78000		48052		0.18
10412		86784		0.18
85455		10412		0.16
91905		85455		0.02
13254		91905		0.03
6848		13254		0.06
71893		5129		0.18
46833		71893		0.06
23190		46833		0.03
54495		46833		0.09
71241		23190		0.10
75665		71241		0.04
10303		54495		0.11
74875		71893		0.15
87844		71241		0.16
3537		87844		0.04
17249		87844		0.08
37795		17249		0.08
47965		3537		0.11
90397		17249		0.11
36229		90397		0.00
11767		90397		0.05
78120		3537		0.16
5122		78120		0.16
88331		5122		0.10
60437		88331		0.01
51646		60437		0.04
22986		51646		0.03
46368		22986		0.03
58480		22986		0.04
53830		46368		0.05
76135		53830		0.02
89962		76135		0.03
90401		22986		0.06
24781		58480		0.08
36093		53830		0.09
22021		36093		0.00
40486		51646		0.11
5242		51646		0.12
49719		5242		0.11
72474		49719		0.02
83896		49719		0.07
29495		83896		0.05
95857		83896		0.09
94504		83896		0.09
18873		94504		0.14
13141		18873		0.04
27040		13141		0.08
92477		27040		0.03
87575		92477		0.09
67010		92477		0.12
70948		94504		0.14
51623		70948		0.08
32942		51623		0.03
1832		32942		0.01
90382		1832		0.04
50058		49719		0.16
10365		50058		0.08
16518		36093		0.16
73344		16518		0.06
79805		73344		0.07
23313		73344		0.12
40342		16518		0.16
83087		40342		0.15
34101		40342		0.16
54640		34101		0.04
87299		54640		0.02
72890		87299		0.02
37838		72890		0.00
73429		37838		0.03
12231		73429		0.04
1102		72890		0.05
27242		87299		0.06
26624		54640		0.08
95908		37838		0.13
81119		12231		0.13
19128		27242		0.15
81376		19128		0.02
71366		81376		0.00
87227		71366		0.05
83491		81376		0.06
456		83491		0.05
25111		456		0.06
70596		25111		0.04
52315		70596		0.01
44507		81376		0.11
19335		44507		0.00
44503		19335		0.02
63887		19335		0.04
67085		44507		0.13
55952		63887		0.14
99629		71366		0.15
22432		44507		0.15
15815		99629		0.15
17116		83491		0.16
62639		81376		0.16
36337		62639		0.03
51031		36337		0.03
32815		456		0.16
84645		81119		0.17
15995		84645		0.11
54786		84645		0.14
31266		54786		0.09
5622		54786		0.10
48116		5622		0.06
52813		31266		0.13
60963		15995		0.16
8170		52813		0.16
77525		58480		0.17
46159		70596		0.18
21271		29495		0.18
83565		21271		0.02
14148		24550		0.18
95346		27242		0.18
85362		90397		0.18
64942		85362		0.11
25773		64942		0.17
8730		36229		0.18
96542		84645		0.18
26442		96542		0.09
20407		26442		0.07
7811		26442		0.09
51563		96542		0.11
92828		7811		0.12
71699		7811		0.14
72654		92828		0.18
12269		8730		0.18
82556		12269		0.14
54822		82556		0.07
42547		82556		0.10
78422		54822		0.13
97924		57767		0.18
54396		97924		0.07
4460		54396		0.12
98654		4460		0.14
20505		98654		0.12
67591		20505		0.06
30723		67591		0.00
97035		67591		0.02
2231		67591		0.06
24159		2231		0.02
32087		24159		0.05
14046		2231		0.08
10264		14046		0.03
67780		30723		0.12
94045		97035		0.12
70819		10264		0.15
21984		98654		0.17
71664		21984		0.09
32974		91905		0.18
3391		32974		0.00
42316		3391		0.02
95854		42316		0.12
46242		95854		0.02
19176		3391		0.13
50484		19176		0.02
65565		50484		0.10
6310		3391		0.17
25281		5242		0.19
45485		25281		0.13
99433		25281		0.13
36920		29041		0.19
56949		36920		0.07
60731		67591		0.19
44716		68190		0.19
97384		44716		0.06
32532		80563		0.19
74697		10303		0.19
23319		74697		0.07
56605		23319		0.02
1145		56605		0.06
77294		1145		0.05
54021		1145		0.06
30065		74697		0.11
12985		30065		0.05
18274		12985		0.11
74749		54021		0.13
81228		54021		0.15
8895		30065		0.16
55721		8895		0.06
46450		55721		0.01
61409		46450		0.01
57892		8895		0.16
70513		30065		0.18
72515		70513		0.02
3689		70513		0.09
55724		70513		0.10
43852		55724		0.01
33866		55724		0.01
79585		33866		0.04
19901		43852		0.13
96007		3689		0.13
10295		96007		0.12
82751		10295		0.14
39338		82751		0.14
73270		10295		0.16
36749		10295		0.17
17561		36749		0.12
14745		17561		0.11
2373		14745		0.05
53513		14745		0.11
68844		17561		0.17
50046		68844		0.09
5136		79585		0.18
7220		43852		0.18
62145		7220		0.01
74806		7220		0.03
70536		7220		0.07
73866		70536		0.06
34489		73866		0.03
91965		34489		0.02
80114		91965		0.00
44862		73866		0.04
96964		80114		0.11
88211		62145		0.13
94360		88211		0.04
83064		94360		0.03
283		88211		0.10
94656		73866		0.16
23712		5136		0.18
95765		23712		0.18
64092		92263		0.19
68526		95943		0.19
98264		68526		0.11
30958		98264		0.02
57190		30958		0.05
63963		57190		0.01
32074		57190		0.12
34226		32074		0.08
79254		68526		0.13
47617		79254		0.06
85703		43852		0.19
48588		85703		0.02
70556		85703		0.07
53663		48588		0.17
53706		50704		0.19
19746		99208		0.19
50421		86422		0.19
84667		50421		0.15
79778		89163		0.19
87719		79778		0.10
29907		87719		0.05
49825		79778		0.12
66614		87719		0.13
56082		66614		0.00
84027		87719		0.17
52516		84027		0.02
54299		52516		0.12
83478		54299		0.14
71879		83478		0.11
56494		83478		0.14
77981		56494		0.14
34551		77981		0.14
27238		34551		0.00
25214		27238		0.01
52176		25214		0.04
10834		27238		0.06
38312		52176		0.06
57835		52176		0.12
33595		57835		0.02
10858		27238		0.14
66387		27238		0.16
34379		66387		0.07
15879		66387		0.15
75839		10858		0.16
17530		75839		0.10
73248		17530		0.02
62765		17530		0.02
37943		73248		0.14
67487		52516		0.17
49390		67487		0.04
98557		49390		0.02
77676		98557		0.11
17696		77676		0.00
27935		77676		0.11
71979		67487		0.17
59162		49390		0.17
94176		59162		0.12
32238		94176		0.08
30327		32238		0.01
82440		32238		0.12
70000		82440		0.05
77683		82440		0.07
18017		82440		0.07
41238		18017		0.04
46583		82440		0.07
32943		46583		0.08
62293		77683		0.17
29870		62293		0.02
71789		62293		0.03
20832		62293		0.07
49524		71789		0.07
15385		49524		0.03
78082		49524		0.08
76170		62293		0.15
99862		76170		0.00
1690		77676		0.18
4358		1690		0.05
95754		1690		0.06
78373		95754		0.12
24107		78373		0.04
79630		78373		0.10
26694		79630		0.03
88710		26694		0.11
72409		88710		0.13
4240		1690		0.16
6013		26694		0.16
48709		72409		0.16
75420		48709		0.04
96805		75420		0.07
59010		48709		0.13
56196		59010		0.13
89938		59010		0.14
31943		79630		0.17
13672		62765		0.18
67621		13672		0.04
66355		13672		0.12
70874		66355		0.10
64068		70874		0.10
15756		13672		0.12
99038		6013		0.18
21138		99038		0.01
30550		21138		0.03
97307		30550		0.03
94166		21138		0.04
99888		94166		0.03
71876		94166		0.05
90387		71876		0.02
67890		30550		0.07
14512		71876		0.08
96678		99888		0.13
50420		21138		0.14
94334		50420		0.10
40455		94166		0.15
78558		40455		0.01
90400		66614		0.18
13635		90400		0.04
72755		13635		0.06
61554		62293		0.18
30482		61554		0.05
61162		61554		0.13
379		61554		0.15
14110		40455		0.18
48210		14110		0.11
17667		48210		0.12
40532		14110		0.13
940		40532		0.04
87142		40532		0.10
25969		48210		0.13
3340		87142		0.13
58295		3340		0.03
16272		3340		0.05
55148		16272		0.03
91112		55148		0.07
58127		91112		0.03
39352		58127		0.01
45722		39352		0.05
14878		55148		0.08
23692		58295		0.11
9480		23692		0.05
32173		23692		0.06
70733		32173		0.06
77733		23692		0.10
28804		77733		0.11
8281		39352		0.12
64447		8281		0.08
30197		8281		0.12
12469		39352		0.13
75067		12469		0.03
51524		12469		0.08
68196		64447		0.13
3045		68196		0.05
33886		30197		0.13
73552		77733		0.14
28767		51524		0.15
58612		28767		0.01
71319		28767		0.08
80856		71319		0.02
8026		80856		0.02
92608		8026		0.06
57264		92608		0.04
64731		57264		0.03
25230		3045		0.15
52231		28767		0.15
20919		52231		0.03
93448		20919		0.08
99392		30197		0.16
25832		99392		0.02
72765		25832		0.14
31255		64447		0.16
16256		45722		0.16
10521		71319		0.17
46067		10521		0.07
96041		3045		0.17
45580		96041		0.09
37979		96041		0.17
26552		37979		0.11
52084		26552		0.13
25495		71319		0.18
66218		57264		0.18
60352		66218		0.04
19887		66218		0.11
79189		58127		0.18
32151		79189		0.01
36525		79189		0.11
37552		36525		0.02
27657		36525		0.02
35574		37552		0.08
13230		35574		0.07
53574		13230		0.00
1888		53574		0.02
52809		13230		0.09
64205		52809		0.03
11532		64205		0.03
21666		11532		0.01
71155		11532		0.06
43714		71155		0.05
12766		64205		0.07
77896		12766		0.06
32877		64205		0.08
14223		32877		0.06
60653		14223		0.06
90416		71155		0.09
27613		90416		0.03
60218		27613		0.02
5381		60218		0.02
19974		5381		0.05
40674		19974		0.02
33287		19974		0.08
14184		77896		0.09
6288		14184		0.00
15643		27613		0.10
64537		15643		0.03
6057		64537		0.03
91802		13230		0.13
59150		36525		0.15
66014		59150		0.04
44175		66014		0.01
11562		44175		0.02
36922		11562		0.09
20294		11562		0.10
92985		36922		0.11
52530		20294		0.12
81245		6057		0.15
90894		81245		0.11
52470		79189		0.15
34124		21666		0.16
84598		34124		0.14
1930		59150		0.16
31766		19974		0.16
5033		20294		0.16
41106		5033		0.00
98744		41106		0.09
30741		98744		0.10
12362		52530		0.16
47356		12362		0.02
56807		47356		0.01
3663		47356		0.04
92590		3663		0.01
42480		92590		0.07
