id		father		cost
45629		36617		1.16
86527		11546		1.16
90660		86527		1.16
28073		46372		1.16
8153		87153		1.16
87770		90679		1.16
7989		94040		1.16
14228		54584		1.16
87016		59849		1.16
36890		73100		1.16
10846		36890		1.16
55974		10846		1.16
56984		65273		1.16
73710		57011		1.16
47916		64681		1.16
73432		67524		1.16
43152		78855		1.16
81872		78205		1.16
41557		21240		1.16
66670		20743		1.16
62707		44398		1.16
83002		44398		1.16
72597		10657		1.17
5564		37097		1.17
83172		34552		1.17
24685		13993		1.17
69769		45367		1.17
92314		25144		1.17
41117		59621		1.17
67904		74950		1.17
58811		54887		1.17
40979		28531		1.17
68765		94151		1.17
48667		60702		1.17
85273		19403		1.17
13264		47808		1.17
71544		85086		1.17
29494		20488		1.17
62141		96607		1.17
70949		15749		1.17
15843		38834		1.17
20138		62141		1.17
73507		29544		1.17
70739		1537		1.17
65420		15027		1.17
48808		15027		1.17
76917		41261		1.17
91421		48041		1.17
40233		19054		1.17
88813		4493		1.17
46429		44632		1.17
19723		25940		1.17
93242		37432		1.17
56294		32130		1.17
7407		11546		1.17
40044		26299		1.17
62781		28833		1.17
54988		24086		1.17
67745		567		1.17
30839		16154		1.17
76264		16774		1.17
23468		88144		1.17
21397		47916		1.17
34037		67434		1.17
16663		65108		1.17
4526		65108		1.17
94864		63795		1.17
94501		40626		1.17
45041		61762		1.17
24198		55014		1.17
55283		45041		1.17
85254		95820		1.17
52309		90989		1.17
37785		28382		1.17
85876		21240		1.17
96786		83002		1.17
21333		47011		1.18
67518		14797		1.18
98388		80507		1.18
95992		76381		1.18
32810		70641		1.18
5481		34552		1.18
59428		53655		1.18
7155		23010		1.18
50348		24685		1.18
14249		92314		1.18
21652		69161		1.18
96373		31326		1.18
10169		40086		1.18
97861		92504		1.18
56835		93714		1.18
69839		60844		1.18
88395		80198		1.18
24697		77892		1.18
66051		64429		1.18
55272		91008		1.18
40139		60702		1.18
90528		69111		1.18
11275		50189		1.18
7118		67524		1.18
87464		67524		1.18
15653		66548		1.18
92165		78522		1.18
9274		57544		1.18
4848		45818		1.18
68904		88813		1.18
81169		59551		1.18
11664		51734		1.18
72181		13029		1.18
57102		90632		1.18
67945		43833		1.18
23401		20438		1.18
72366		5336		1.18
69208		18578		1.18
66499		94522		1.18
63314		64471		1.18
12038		7818		1.18
89562		71534		1.18
26628		68641		1.18
73237		45092		1.18
25931		54034		1.18
25163		408		1.18
56126		27952		1.18
87176		97571		1.18
31400		42395		1.19
45319		32067		1.19
86378		15019		1.19
25025		47793		1.19
90816		45717		1.19
40537		15111		1.19
62298		81437		1.19
90960		20640		1.19
16971		53856		1.19
77310		59478		1.19
34548		900		1.19
73725		19287		1.19
31507		99749		1.19
27903		2919		1.19
8289		45977		1.19
90419		9309		1.19
25463		9309		1.19
32975		43929		1.19
79044		81266		1.19
95467		71552		1.19
9912		27770		1.19
78037		11103		1.19
19454		91948		1.19
71115		37290		1.19
84794		59540		1.19
42669		87793		1.19
84218		84794		1.19
8367		95335		1.19
44947		80077		1.19
77003		87464		1.19
41635		78347		1.19
37483		77003		1.19
63695		55014		1.19
85236		54648		1.19
38701		89689		1.19
57829		26249		1.19
64683		34429		1.19
11878		50250		1.19
66047		86117		1.19
52692		73136		1.19
32230		33650		1.19
80312		19723		1.19
2324		43756		1.19
16593		79475		1.19
46228		44632		1.19
62888		54988		1.19
10805		80823		1.19
13668		63314		1.19
36385		6512		1.19
21072		35666		1.19
19183		52208		1.19
7642		73710		1.19
52832		34037		1.19
78598		85383		1.19
35379		76249		1.19
10046		17546		1.19
92547		48707		1.19
99384		56126		1.19
18050		54068		1.19
42349		53226		1.19
94394		21240		1.19
3840		33350		1.19
53306		59151		1.19
13073		14797		1.20
57024		70641		1.20
21489		53168		1.20
55825		81073		1.20
98900		31675		1.20
83481		79791		1.20
68577		83172		1.20
12150		78927		1.20
8943		26534		1.20
33078		31541		1.20
70885		42618		1.20
49212		1077		1.20
57524		25144		1.20
69438		41869		1.20
97564		91248		1.20
96652		15019		1.20
81217		30380		1.20
66092		67904		1.20
79565		53418		1.20
49331		26841		1.20
3320		32915		1.20
80996		44386		1.20
51328		36883		1.20
72738		20153		1.20
8680		9141		1.20
69701		10976		1.20
29312		90419		1.20
33693		28204		1.20
77393		71544		1.20
29296		19454		1.20
84140		84794		1.20
16338		40086		1.20
50237		9661		1.20
88932		4121		1.20
37245		38834		1.20
19891		48331		1.20
84948		98181		1.20
77538		92125		1.20
54689		27981		1.20
70175		45629		1.20
96148		15653		1.20
49950		42707		1.20
69110		90703		1.20
59767		93528		1.20
37636		24194		1.20
71200		64683		1.20
11965		82070		1.20
36511		12221		1.20
63781		3611		1.20
75332		46429		1.20
69952		23448		1.20
2622		23777		1.20
73485		46372		1.20
82873		38363		1.20
89130		23985		1.20
98530		49656		1.20
